issue_key	project	issue_type	summary	description	comments	design_prob	Label
JRASERVER-68608	JRASERVER	Suggestion	"""Ability of automating application links creation"""	"""""""h2. Description  Currently, applinks need to be manually added on an instance whenever a new environment is setup. This causes extra costs to organizations that need to have instances that need programmatic setup.    h2. Suggested Solution  Allow application links to be automatically added through configuration files (such as jira-properties)"""""""	"""By having a configuration file implemented in the application home directory.  Such a solution may also be valuable to other Atlassian server products, such as Bitbucket/Bamboo/Confluence to provide the same feature (rapid re-delivery of servers), and would be quite valuable to have a replicable file in all cases, say an xml with all necessary fields for various server connections.    Aside from server installation, a use-case I can think of would be security related;  If access between Jira/Confluence/Bamboo or Bitbucket requires strict access control (in a 0-trust environment for instance), then this could be achieved through rapid modification to such a file, provided this resource is not cached in RAM, and could be provisioned through an addon, as opposed to the server app itself."""	0.98707306	
JRASERVER-69865	JRASERVER	Suggestion	"""Restrict issue move operation using workflow status and issue type"""	"""""""Workflow transitions can currently be restricted by advanced workflow properties according to group, user, assignee, reporter, lead, user custom field, and project role. This is done using  the Permissions class and the {{jira.permission.*}} property (see [Workflow properties|https://confluence.atlassian.com/adminjiraserver/workflow-properties-938847526.html]).    Customers need to be able to restrict based on both status and issue type, and there is not a straightforward was of doing this without restricting the move issue permission, which is too constraining for this use case."""""""	"""For example, a workflow for the Change issue type has approval transitions which have conditions restricting who can trigger the transition.  A user can create a different issue type (e.g. Task), then move that issue to the Change type and set a status that bypasses all the workflow steps/approvals."""	0.98681927	
JRASERVER-68760	JRASERVER	Suggestion	"""Set an explicit filter export limit for specific groups"""	"""""""h3. Problem Definition     Currently, there is built-in limit of 1000 issues that can be exported. However, (per [Exporting a filter result containing more than 1000 issues|https://confluence.atlassian.com/jirakb/exporting-a-filter-result-containing-more-than-1000-issues-191500982.html]), you can either,  # Raise the limit for all users  # Set the limit to {{unlimited}} for a specific group.    The gap here is that there is no method of setting an explicit limit for a specific group, other than {{unlimited}}.    h3. Suggested Solution     Add an option to set an explicit limit (for example, 2000) for a specific group while leaving the normal 1000 limit for all other users.    h3. Why this is important     Administrators may not want to take on the potential instability that can occur when a group is given unlimited export abilities. However, they may want to use a sensible limit for a specific group that is higher than 1,000. """""""		0.98679245	
JRASERVER-69457	JRASERVER	Suggestion	"""Mark the objects from class DefaultVelocityManager as deprecated in Jira Java API """	"""""""As a result of an investigation done by [meta-inf-kft|https://marketplace.atlassian.com/vendors/4907/meta-inf-kft] about how the [Email this issue Plugin|https://marketplace.atlassian.com/apps/4977/email-this-issue] uses Velocity Templates in Jira, it was discovered that the objects  from class *DefaultVelocityManager* might be causing memory leaks.  *DefaultVelocityManager* is currently part of our Jira API that can be used by Plugin vendors.    Turns out that Jira uses another object to handle Velocity templates: *JiraVelocityManager* which is safer to use, and is confirmed by Atlassian development team to be the recommended class to be used for working with Velocity templates.    Thus, we need to make the objects from the class *DefaultVelocityManager*  marked as deprecated so that our plugin vendors know that it is not supposed to be used any more."""""""		0.9865557	
JRASERVER-68649	JRASERVER	Suggestion	"""Improving Jira Service Desk Organizations """	"""""""h1. Issue    Using Organizations is tough because of the following issues.   - Organizations have to be maintained manually in JIRA. We are a very large enterprise with 10k user licenses for JIRA. Creating JIRA Customer Organizations would be a duplication of data (taking into account we already have hundreds of email and security groups set up in Active Directory)     - Automatic sharing of a ticket with an Organization happens only if the user belongs to only one organization.      - Our customers specify the group they want to share with by adding email distribution groups to the CC field of the email they use to submit the case. We need JIRA to recognize the entries in the CC field and look up not just user emails to add Participants, but also User Group emails and add those group emails as participants, and then actually send notifications to those group emails just like it would to a user email.    h1. Suggestion   - Make Service Desk tickets available to multiple users based on a specification of a recognized (by JIRA) User Group     - Make JIRA issue-creation-from-email capable of recognizing Email Distribution lists added to the CC of an incoming email, and make the resultant issue visible to the members of the group (where the email address of the group and/or the group name match to a User Group recognized by JIRA)     - Allow customer to select User Group(s) with whom the ticket should be Shared, through the Service Desk portal     - Allow for multiple User Groups' members to have visibility on an issue in this solution     - Support sending issue-related email to the group members, identically to how emails would be sent to Request Participants"""""""		0.9862644	
JRASERVER-69914	JRASERVER	Suggestion	"""Change in sub-task work calculations"""	"""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Server*. Using *JIRA Cloud*? [See the corresponding suggestion|http://jira.atlassian.com/browse/JRACLOUD-25057].   {panel}  The way that Jira handles sub-tasks is inconsistent with standard project management methodology.  A sub-task, by definition, is a fractional component of a parent task.  In other words, a parent task can be broken down into multiple smaller steps, each of which is a sub-task.  Assuming there is an complete listing of sub-tasks, once all of the sub-tasks are completed, the parent task is also complete.  So that if a parent task is estimated to take 10 hours to complete, it can be broken down into, for instance, five two-hour sub-tasks.  The time required to complete the sub-tasks does not add to the total time of the parent task; rather, the time for the parent task is already inclusive of the sub-task time.    Jira, however, treats sub-tasks as """"""""related tasks,"""""""" which is a completely different concept. When a sub-task is created and a time estimate entered, that time estimate adds to the total time of the parent task, which then results in inflated project time estimates and an inability to effectively track and report on the remaining work because time is getting double counted -- once in the sub-task and once in the parent task.  The only workaround for this situation is to enter a zero time estimate for the sub-task and to log work against the sub-task in the parent task, which does solve the problem but removes the ability to track estimate accuracy against the sub-tasks within Jira.    To resolve this situation, Jira would be improved by not adding time estimate for a sub-task to the total estimate for a parent task unless the total estimated time for all of the sub-tasks for a given parent task exceeded the original estimate for the parent task.  Logging time against a sub-task should then reduce the total remaining time for the sub-task as well as the parent task.  """""""	"""I think the option to change the calculation needs adding to the project admin area so this can be determined by the individual project."""	0.9862077	
JRASERVER-69555	JRASERVER	Suggestion	"""Provide analytics for add-ons usage across Jira Server"""	"""""""h3. Summary    Nowadays, users are more and more using add-ons to complement Jira functionalities, for site-admins it's tough to know if the add-ons is being widely used or if the project it was used for has been finished and thus the add-ons is not required anymore.    h3. Suggestion    Implement an analytic for Jira admins to follow add-ons usage by endusers.    This is similar to the functionality already provided by Confluence Cloud - Macro Usage.    With such functionality as the above site-admins would be able to manage their sites bills more easily.  """""""	"""Very surprised this hasn't been added as a feature request before. Google tells me this has come up often and the consistent answer is """"can't be done en masse"""".   There are solutions for researching the usage of a single add-on but not all of them.  Over the past 6 years we've added dozens of add-ons and now that our user count is upwards of 40K, we'd like to trim that but can't without an extensive time investment to find which ones are heavily used and by which projects.  """	0.9862077	
JRASERVER-71083	JRASERVER	Suggestion	"""Identify non-production Jira instance in Jira Server mobile app"""	"""""""We have various Jira instances - production, staging, UAT. They all have different base urls. And also different header colors to make it easy to tell them apart. Making changes in a prod Jira when you thought it was staging is not good.    As I was using the Jira Server mobile app I realized that the only way you can tell which Jira instance you are connected to is to look at the Settings gear, where the Admin, Settings, Title is shown. The problem with this is that we don't change that title in our different Jira instances because doing that can break Application Links, and the title isn't really shown anywhere in the UI.    So at the moment it's easy to make a change in a Jira instance without knowing which one you are connected to.    My suggestion is to add some way to tell mobile users when they look at an issue that they are not connected to their production Jira. Production Jira issues should not look any different    One way to do this would be to have a custom renderer that adds a prefix to the content of some field saying """"""""Non Prod"""""""" based on checking the base url. But that's pretty specific to each customer.    If there were a setting in Jira admin properties that by default says the Jira is production, and then admins change that setting in non-prod instances, then the mobile app could use this info to change something about how the issue appears.    """""""	"""Here's my workaround, specific to our Jira instance. I created a custom renderer that extends the Atlassian Wiki renderer with a plugin. I set the renderer for the Description field to use the new renderer. When I view non-production issues in the mobile app I get a warning:    https://photos.app.goo.gl/UoHyfxXNQzpQrX3RA    Huh, no attachments in jac issues I guess"""	0.98616403	
JRASERVER-71061	JRASERVER	Suggestion	"""Enterprise EOL should have date tied to Release date of new Enterprise Release"""	"""""""h3. Problem Definition    Currently, the Enterprise Releases have the same support time of two years after the first major iteration of the version release date as described on the [Atlassian Support End of Life Policy|https://confluence.atlassian.com/support/atlassian-support-end-of-life-policy-201851003.html].  h3. Suggested Solution    The EOL of the previous Enterprise Release should be tied to the release date of the new Enterprise Release, giving additional time for customers to upgrade instead of the default two years since its own release date."""""""	"""We only use Enterprise releases. One year we were late with upgrading to the next Enterprise release. We talked to our TAM and he talked to Premier Support. We were still officially out of support but Premier Support worked on a best-effort basis to help us as needed. We felt that was a fair approach. I would imagine if for some reason the next Enterprise release was not available within two years of the last Enterprise release then Atlassian would handle that case when it came up. Just my thoughts"""	0.9861442	
JRASERVER-71160	JRASERVER	Suggestion	"""DeferredReplicationCachedReference 'get' operation triggers unnecessary replication events"""	"""""""h3. Issue Summary    The {{get}} operation on a {{DeferredReplicationCachedReference}} is deferred, hence causes a new {{DeferredReplicationStrategy}} instance to be created, registered to a {{ThreadLocal}} variable and run. The execution is almost exclusively no-op, for the majority of 'get' invocations won't cause a change in the cache to be replicated, apart from the initialization of the reference on first use.    This behaviour generates unnecessary computational overhead. Caches shall be optimized for reads as much as possible; for regular 'get's (which don't generate side-effects to be replicated) we shall have a non-deferred implementation. As an example, read-only cache operations like gets are not deferred at {{DeferredReplicationCache}} instances.    In addition, in certain JVM states like defined at JRASERVER-71058, registering {{cacheReplicationStrategy}} ThreadLocal may consume very high CPU.  h3. Steps to Reproduce    Reproducible always  h3. Expected Results    Read-only operations like '{{get'}} shall not trigger a replication event on {{DeferredReplicationCachedReferences}}  h3. Actual Results    {{get}} operation is deferred, hence goes through deferredReplicaction logic  h3. Notes    Example of the merged thread-dump containing {{com.atlassian.jira.cache.DeferredReplicationCachedReference.get}}    Note: 18% of snippet is actually doing {{runDeferred}}, other code is busy with *ThreadLocal* operations.      h3. Workaround  None"""""""		0.9861269	
JRASERVER-70395	JRASERVER	Suggestion	"""Improve documentation for developers for the Server platform."""	"""""""The Jira Cloud platform documentation has a few pieces of documentation that help guide developers in a great way, with examples and scripts, this kind of documentation does not seem to be available in Server. Other than users having additional trouble getting some things to work without examples, this can also cause confusion as they might find the documentation for Cloud, and try to apply it to Server, which sometimes could work, but often it will not.    The suggestion is to give the documentation for Server an update to have examples like the following link from Cloud: https://developer.atlassian.com/cloud/jira/platform/connect-cookbook/"""""""		0.9861216	
JRASERVER-68033	JRASERVER	Suggestion	"""Application links and Jira Administrators"""	"""""""According to [Managing global permissions|https://confluence.atlassian.com/adminjiraserver073/managing-global-permissions-861253290.html]:    {quote}  People who have the JIRA System Administrators permission can perform all of the administration functions in JIRA, while people who have only the JIRA Administrators permission cannot perform functions which could affect the application environment or network.  {quote}    I feel like this should also apply to the creation and removal of Application links in the sense that it should be restricted to Jira System Administrators. For example, app links can make use of smart commits which can potentially affect many customers, like the restricted functions of System Admins could."""""""	"""{panel:title=Atlassian Update – 10 October 2019|borderStyle=solid|borderColor=#deebff | titleBGColor=#deebff | bgColor=#deebff}    Hi,    Thank you for raising this suggestion. We regret to inform you that due to limited demand, we have no plans to implement it in the foreseeable future. In order to set expectations, we're closing this request.    This is an automated update triggered by low user engagement with this suggestion (number of votes, number of watchers).    We hope you will appreciate our candid and transparent communication and our attempts to become more transparent about our priorities. Making tradeoffs and saying no is never an easy task to perform. You can read more about our [approach to highly voted server suggestions here|https://community.atlassian.com/t5/Jira-articles/A-renewed-approach-to-highly-voted-Server-suggestions-for-Jira/ba-p/688117].    To learn more about our recent investments in Jira Server and Data Center, please check our two new dashboards containing [Recently resolved"	0.98605216	
JRASERVER-70447	JRASERVER	Suggestion	"""As a Jira DC Administrator I want to be able to run scheduled tasks at specific nodes"""	"""""""h3. Problem Definition  In Jira datacenter when a task is scheduled it could be picked up by any node. So there is no task affinity to a specific node.      There are cases when a small Jira instance can handle all web traffic and only some tasks require more resources (due to heave processing required only for that execution).   That makes scaling of the environment hard, since it requires all nodes to be equal.      h3. Suggested Solution  Able to dedicate resource extensive tasks to a non-user facing node aka task affinity.    h3. Workaround   None.  """""""		0.9860014	
JRASERVER-70346	JRASERVER	Suggestion	"""Incorrect implementation of functions"""	"""""""Hello,    Soon, we started a collaboration with a old client of us but this time with Atlassian applications, they got a servicedesk and a Jira server license and they had a security audit ofer them, this is what they've got from it and they need to solve these issues asap.         Summary:    Many of the problems that applications are solving require limits to the number of times a function can be used or action can be executed. Applications must be “smart enough” to not allow the user to exceed their limit on the use of these functions since in many cases each time the function is used the user may gain some type of benefit that must be accounted for to properly compensate the owner. For example: an eCommerce site may only allow a users apply a discount once per transaction, or some applications may be on a subscription plan and only allow users to download three complete documents monthly.         Vulnerabilities related to testing for the function limits are application specific and misuse cases must be created that strive to exercise parts of the application/functions/ or actions more than the allowable number of times         Attackers may be able to circumvent the business logic and execute a function more times than “allowable” exploiting the application for personal gain.    If anyone intercept the request when he try to recover any password, the application configuration permit to send unlimited request to server:         [http://prntscr.com/q5jfvr]    In anyone intercept the request, after completing all filed from """"""""Initiere"""""""" menu, send multiple request to server with a ticket. The application permit to create another ticket without captcha security code:         http://prntscr.com/q5jg1h    In anyone intercept the request, after completing all filed from """"""""Maturare"""""""" menu, send multiple request to server with a ticket. The application permit to create another ticket without captcha security code:    [http://prntscr.com/q5jg85]         Countermeasures:    The application should have checks to ensure that the business logic is being followed and that if a function/action can only be executed a certain number of times, when the limit is reached the user can no longer execute the function. To prevent users from using a function over the appropriate number of times the application may use mechanisms such as cookies to keep count or through sessions not allowing users to access to execute the function additional times.         We would be very glad if this issue will be taken as a security risk.         Best regards,    Cristian L."""""""	"""@closerequest"""	0.9859131	
JRASERVER-70006	JRASERVER	Suggestion	"""Jira should not go into read-only mode when the license limit is exceeded"""	"""""""h3. Problem Definition:  Currently, going one single user over the license limit of the Jira license installed in the server will place the instance in """"""""read-only mode"""""""", with the following warning being displayed:    {{You will not be able to create new issues because the user limit for your JIRA instance has been exceeded, please contact your JIRA administrators.}}    This essentially causes an outage until admins are able to adjust the licensed users to go under the limit.    h3. Suggested Solution:  Instead of blocking all users from creating tickets, we could either:  * Block only the users who recently were granted a license that went over the limit.  * Deny users from being granted a license if that will place the instance over the license limit.    h3. Why this is needed:  The current behavior essentially causes an outage on Jira instances that face this behavior, which can be very troublesome."""""""		0.9858665	
JRASERVER-69753	JRASERVER	Suggestion	"""As a Jira System Admin, I want more control over in product notifications (aka whisper notifications) that appear to all my end users"""	"""""""h3. Problem Definition    Since about Jira 7.3, Jira Server and Data Center installations have started including the whisper plugin. This plugin provides in product notifications in applications like Jira. These notifications are controlled by Atlassian. These can be used to inform users of new features or notify users of critical updates.    As a system administrator, I want to control which of my Jira end users see this message, and be able to stop showing users this message when I choose.  h3. Suggested Solution    Update whisper plugin to provide more granular control over these notifications by a system administrator. Such as the ability to dismiss a specific message from appearing for other users. And the ability to see which user-roles will see a specific message  h3. Why this is important    It can help provide system administrators more control over the messages and content that appear to their end users. Many times end users could be seeing messages that urge them to upgrade Jira when Jira has already been upgraded, or when that user does not have privileges to actually perform the upgrade themselves. In turn these can lead to many users reaching out to the Jira system admin to remind them of an upgrade.  h3. Workaround    It is possible to disable the whisper plugin entirely, however this is not recommended by Atlassian as it would prevent the system from getting any such notifications at all."""""""		0.9857685	
JRASERVER-69539	JRASERVER	Suggestion	"""Allow Jira software project integration with Devtools to be configurable"""	"""""""There is a customer use case where they would like to configure a given Jira Software project to integrate with only 1 Development tool, eg: Bitbucket server with Project """"""""A"""""""", while to be able to configure another project """"""""B"""""""" to integrate only with Github.  Project """"""""B"""""""" shouldn't show any commits from Bitbucket, Project """"""""A"""""""" shouldn't show any commits from Github.    Currently there is no way to control which project is integrated with which tool, this applies on tools linked using Application Links and tools connected using DVCS plugin.  All Jira Software projects are linked with all tool defined on the Jira instance.    The above scenario is also not covered by configuring Dev panel permissions.  The Dev panel permission either allows every thing to be shown to the user on the panel or every thing to be hidden from the user.    The configuration could be either through project permissions or using project settings."""""""		0.985688	
JRASERVER-70989	JRASERVER	Suggestion	"""Update Best practices for IT teams using Jira Service Desk documentation"""	"""""""In [Best practices for IT teams using Jira Service Desk|https://confluence.atlassian.com/servicedeskserver/best-practices-for-it-teams-using-jira-service-desk-939926609.html], we mentioned that there are four workflows made available from the Marketplace.  {quote}We recommend starting with processes that are essential to your business goals. Jira Service Desk provides workflows for IT teams in our IT Service Desk project template. We created the following ITIL workflow add-ons, available in the Atlassian Marketplace:   * [Change management for Jira Service Desk|https://marketplace.atlassian.com/1215175]   * [Jira Service Desk incident management|https://marketplace.atlassian.com/1215191]   * [Problem management for Jira Service Desk|https://marketplace.atlassian.com/1216179]   * [Service requests for Jira Service Desk|https://marketplace.atlassian.com/1216202]{quote}  These four workflows are now bundled in Jira Service Desk, so it is helpful if this doco can be updated accordingly, as users may thought the workflows are different."""""""		0.9856821	
JRASERVER-69892	JRASERVER	Suggestion	"""Improve indexing percentage in REST API response"""	"""""""For application design reasons, it's possible that a re-index will complete, but the output of the percentage given for the REST API response will be 98% or 99%.    It would be great if Jira showed 100% instead."""""""		0.98561203	
JRASERVER-68921	JRASERVER	Suggestion	"""Moving multiple subtasks in a bulk operation should preserve their relative order"""	"""""""When I move multiple subtasks at once using a bulk operation, they'll be reordered within the destination parent issue. This is problematic because the order is usually relevant, indicating the order in which they should be implemented, and this order is still valid when the subtasks are moved to another issue.    Therefore, the bulk operation should preserve the relative order of the subtasks in the destination issue."""""""	"""The re-shuffling of subtasks really annoys me a lot, and very often. Is there any response to this suggestion?"""	0.98558366	
JRASERVER-70865	JRASERVER	Suggestion	"""Jira should permit the use of regex when searching for issues"""	"""""""h3. Problem Definition  The search (basic and advanced) in Jira today is limited in regards to when to return issues.  If the terms are found at all in the records being searched, the issue is always returned.  This does not allow for more restrictive search queries, such as specific word orders.         h3. Suggested Solution  If Jira supported [regular expressions (regex)|https://en.wikipedia.org/wiki/Regular_expression] in JQL queries it would easily be possible to do this.        h3. Why this is important  This would provide a much more comprehensive means to search for issues in Jira. regex is already a popular means to search for records in many libraries.  Having this option would also be beneficial to various other kinds of requested searching of Jira issues, which in turn would make things like filter results, and the subsequent dashboards gadgets based on those filters much more powerful, flexible, and potentially concise in the information they can return to users.    h3. Workaround   The use of regular expressions (aka regex) is not currently possible to use in native Jira.  However there are 3rd party add-ons in Marketplace that make this possible today.  For example Scriptrunner has a number of these functions that accept regex queries in order to return issues in Jira. One example of this is [issueFieldMatch|https://scriptrunner.adaptavist.com/latest/jira/jql-functions.html#_issuefieldmatch]"""""""	"""One approach to this would be to allow Lucene queries to be passed in as searches. That would expose the whole set of Lucene queries to Jira. """	0.98551184	
JRASERVER-68583	JRASERVER	Suggestion	"""Kanban board should bring only statuses from the projects workflows of the issues returned by the filter."""	"""""""h3. Summary  A simple JQL like """"""""Issue in (TST-01, TST-02)"""""""" that filter two specific issues is recognized as too complex by the board and doesn't pick any specific project workflow to it, bringing all statuses from all workflows of the instance already mapped to the In Progress column. On a big instance, it can get pretty bad to drag all the undesired statuses to the unmapped column.    h3. How to reproduce  Have two issues from a single project TEST that has subtasks from the same project as well. Filter the two issues with the filter:        Create a Kanban board with the filter above. It will load all the statuses from the instance and not only the ones from the workflow of the project TEST.    h3. Desired behaviour  For queries like the one above that specify issues from the same project, it should bring only the statuses from the project's workflow instead of all the statuses of the instance.    h3. Workaround  Remove the column with all the undesired statuses so they will move to the Unmapped Statuses column, and then create a new column again and drags only the statuses you want to it    *or*    Adjust the filter to specify the project as well:        *or* or create a Kanban board specifying the board and not an existent filter.    """""""		0.98550063	
JRASERVER-69095	JRASERVER	Suggestion	"""Ability to remove option in user's profile which shares their filters by default with all logged in users."""	"""""""h3. Summary    Users by default have the option to choose the default *Sharing* setting for when they create new filters and dashboards, which can be either shared with all other users ( *Public* ) or restricted in their User Profile.    Use of this option means that any external clients in the Jira instance can see the names of filters etc which may well be completely irrelevant to them or even business-confidential.    This is because for e.g. any filter shared with 'any logged in user', client users can see the name of the filter. If this name includes e.g. other client names then this is potentially business-damaging.    Due to this, it is important for Jira Admin to have the ability to remove that option from user's profile to avoid any security breach.     """""""		0.9854945	
JRASERVER-68996	JRASERVER	Suggestion	"""Actual Time in SLA"""	"""""""h3. Problem Definition  The SLA fields by design would show either time left to breach or time since breached. However, when you hover over them you're able to see actual time elapsed since the SLA started ticking as illustrated in screenshot below:   !Selection_538.jpg|thumbnail!   As a user I would like this important 'actual time' information to be a little more obvious e.g. displayed together with the sla time without having to hover over the field first to see it.    h3. Suggested Solution  As a user I would like this important 'actual time' information to be a little more obvious e.g. displayed together with the sla time without having to hover over the field first to see it.  * Make this improvement both in the SLA section of the Issue View and in the issue navigator column for the SLA fields."""""""	"""Thanks for creating this suggestion.  From my perspective the preferred behaviour is the that the SLA counter counts down (as it does now) showing the remaining time while the clock is running or paused, but once the SLA clock stops it then displays the amount of time that elapsed before the clock stopped.         Hopefully Atlassian can give us a couple of toggle switches to configure the behaviour, including also offering as you suggested the ability to see perhaps both stats on the Issue View screen."" [SEP] ""We are also in search of such kind of functionality, please consider this suggestion as this would be a great to get more details for any such SLA."""	0.9853404	
JRASERVER-69910	JRASERVER	Suggestion	"""Tool to massively export issues in readable format that doesn't affect performance"""	"""""""We need to massively collect Jira information (millions of issues) and export it to an analytics tool, and we need to have access control in these massive operations.    We know two ways of doing this: generating an output file (XML) or a Bulk API operation. These two significantly affect Jira's performance. Today we already do this via API generating a huge volume of IO accesses due to pagination of queries.    Would be great if there is a built-in tool to easily export a massive number of issues while not affecting so much the performance of the application."""""""	"""What about using a read-only real-time replica of the Jira database? Then a view on the DB to restrict which projects' data can be used.  This plugin https://marketplace.atlassian.com/apps/1211840/inquisitor-plugin-for-jira?hosting=server&tab=overview adds a REST API that will let you download about 1000 issues/second but not their custom fields"""	0.985249	
JRASERVER-71157	JRASERVER	Suggestion	"""REST API: Return parent reference in API Issue results"""	"""""""Issue results contain a good deal of contextual references: linked issues, sub-tasks, project, etc. However they do not contain a reference to the parent issue.    [https://developer.atlassian.com/cloud/jira/platform/rest/v2/#api-rest-api-2-issue-issueIdOrKey-get]    This omission makes it difficult to construct tree-like views on issue queries. The backing data structure clearly maintains this information, because issue queries can filter by parent ID. However, it is not possible to disambiguate the parents of multiple issues returned by the same JQL query.    The message boards are littered with requests for how to obtain the parent of an issue, with the answer invariably being run a secondary query. The limitation can be seen in Jira's own UI as the issue view slowly builds the branch structure, one parent query at a time. All of these use cases would be made much simpler and reduce API spam by adding a reference to the parent issue."""""""		0.98522866	
JRASERVER-70798	JRASERVER	Suggestion	"""improve reaction to LDAP synchronisation connection timeouts"""	"""""""Depending on outside factors the LDAP server might fail to respond to respond to new connection requests.  This only happens to new connection requests.    However, Jira is opening a new connection for every single group that is to be synced. IF the LDAP directory has many groups this can turn into an issue:  If one of these connections run into the timeout, then the entire sync is halted somewhere in the middle. This is quite bad in grand scheme of things, as sometimes 1% of the groups are skipped, sometimes 99% and other times somewhere inbetween.    There are two scenarios that could be thought of to avoid this:   * be able to configure a """"""""Retry count"""""""", if a connection times out, then rety X number of times.   * be able to configure the import to reuse the same connection for all group lookups. That way it is more of a """"""""all or nothing"""""""" success. This should default to off to retain todays behaviour as some environment will depend on it, but for environments where the entire """"""""truth"""""""" is found in one directory this would be a massive performance gain."""""""		0.98521847	
JRASERVER-68824	JRASERVER	Suggestion	"""As an administrator, I don't want login failure counts to be incremented in an authorization failure scenario"""	"""""""h3. Problem Definition  Presently, Jira doesn't distinguish between authentication and authorization failure in terms of incrementing the login failure count. In the latter case, this could lead to unexpected lockouts of LDAP accounts for users who aren't aware they don't have access to Jira, especially for environments with restrictive lockout policies.     In addition, locking accounts due to authorization failures can lead to administrative overhead in that these accounts will likely need to be manually unlocked.    h3. Suggested Solution  Don't increment the failed login count for authorization failures, only authentication failures.     h3. Notes  This _might_ have security implications, as changing authentication vs authorization behavior may lead bad actors to distinguish valid vs invalid usernames."""""""		0.9851268	
JRASERVER-69534	JRASERVER	Suggestion	"""Link Jira Project to a Specific Bitbucket Repository"""	"""""""# There should be a way to link a Jira Project to a SPECIFIC Bitbucket repository.   # When creating a new branch from within Jira, it should ONLY be possible to create a new branch in that SPECIFIC repository. It should not be possible to create a new branch in any other repo. At the very least, make it a configurable option. It would also be helpful to follow/support the repo branching model   # There should also be a way to link a Jira Issue to a SPECIFIC repo AND branch.  Maybe support multiple repo/branch links, but it should be possible to limit it to 1."""""""		0.98508924	
JRASERVER-70373	JRASERVER	Suggestion	"""Introduce Parent Link Status or Initiative status"""	"""""""h3. Definition  Just like how Epic Status works where we can create a condition that issues can't be added as Epic Link if the Epic Status is already resolved, it would be great if the same concept can be applied to Initiatives.    h3. Suggestion  Introduce Parent Link Status field.  """""""	"""In fact you don't have any good option to exclude specific issue from Parent Link. For me it is big misfuncionality."""	0.98500395	
JRASERVER-70751	JRASERVER	Suggestion	"""Add a note to Issue Linking documentation to clarify how Confluence page link might behave differently than a web link"""	"""""""h3. Problem Definition  Users may wrongly expect the Confluence page link to behave like a web link when linking Confluence pages to issues. E.g. they may expect to be able to link to an anchor section in the page content like https://confluence.atlassian.com/jiracoreserver/linking-issues-939937913.html#Linkingissues-CreatingalinktoaConfluencepage.  * In the scenario described above, Jira disregards the anchor reference in the URL when creating the Confluence page link.  * Workaround for that scenario should be to link to the Confluence page content using Web link instead. Same applies to linking to a comment on another Jira instance.    h3. Suggested Solution  Add a note to documentation addressing this expectation and clarifying how page URL behaves differently from web URL when linking Confluence pages."""""""		0.98489743	
JRASERVER-69010	JRASERVER	Suggestion	"""Option to configure batching email notifications per project"""	"""""""Current situation:    You can turn batching email notifications on or off. This applies to all projects.         Requested situation:    Being able to turn batching email notifications on or off per project.    The reason is that for Jira Service Desk, it's not always convenient to have batching, since it causes delay in receiving notifications. And since Jira Service Desk is all about Incidents, it causes delay in solving Incidents, which customers don't like."""""""	"""Hi,     This would be very useful for our instance because some of our projects have very strict SLA's and the delay on notifications is affecting them. Just my two cents.          Thanks! """	0.9847933	
JRASERVER-70294	JRASERVER	Suggestion	"""Enable static filters in Webhooks"""	"""""""In very big Jira implementations, enabling Webhooks on """"""""Update tickets"""""""" events could kill Jira's performance, because the JQLs engine starts to be flooded with tons of queries.         As a user, I would like to narrow the webhook scope before executing any JQL with some fixed parameters, like issue type list, project lists, the priorities...     """""""	"""This has been our experience as well. In our busy Jira Data Center instance we have hundreds of events every second. Running a JQL query for each event leads to the query appearing in the slow queries log and the whole instance runs slowly. If the webhook could be configured with either JQL or a static sets of choices, e.g. this project, that issue type, then I think we might be able to use event driven webhooks. At the moment we only use transition driven webhooks which leads people to turn to polling Jira to find out what has changed recently."" [SEP] ""This is like the Issue Fields condition in Automation for Jira, rather than the JQL Condition. """	0.98471814	
JRASERVER-70138	JRASERVER	Suggestion	"""Include extra step in DC Staging documentation to remove production nodes from clusternode table"""	"""""""Currently [this document|https://confluence.atlassian.com/adminjiraserver/creating-a-test-environment-for-jira-966063324.html] about setting up staging environment for Jira Data Center contains no information about removing Production nodes from the {{clusternode}} table.     This causes the Staging environment to try and communicate with production. If clusters can see each other within network, that will cause issues (i.e. indexing in one cluster will trigger reindexing on the other)."""""""		0.98468727	
JRASERVER-69617	JRASERVER	Suggestion	"""Sort order of sub-tasks is lost when cloning the parent issue"""	"""""""I have a template issue (Task) with 43 sub-tasks. One of the great enhancements in JRIA 7.6 was the ability to sort sub-tasks on the parent issue by dragging and dropping. However, when I clone the parent issue, the cloned issue (a deep clone, including the sub-tasks) loses the sort order that had been applied to the sub-tasks on the original issue. This is something I do fairly regularly so it would be useful if the sub-task sort order could be preserved for the cloned issue. """""""	"""Definitely important to have the sub-task order stay the same with cloning.  Otherwise, it's hard to convince Jira as a solution when cloning of templated tickets is a key part of a working team here.  From a user perspective this is very unexpected behavior and adds unneeded waste to regular ticket creation."""	0.98467064	
