issue_key	project	issue_type	summary	description	comments	design_prob	Label
DNN-9843	DNN	Improvement	"""PB Scheduler: UI - Scheduled Task Details"""	"""""""As a Host User,  I need to define the difference between """"""""schedule frequency"""""""" and """"""""retry frequency""""""""  so that the """"""""retry frequency"""""""" is less than the """"""""schedule frequency."""""""""""""""	"""Hi [~accountid:<USER>, can you please review this story and ensure that all the mockups are in place. Thks"" [SEP] ""Due to limited design resources this week, pulling out of sprint."" [SEP] ""Per discussion with Chris, this has been resolved.  There is validation on this field that does not allow you to enter a retry frequency higher than schedule frequency."""	0.9671245	
DNN-8448	DNN	Improvement	"""Support host-level OAuth authentication provider configuration"""	"""""""Providing ability to configure Host level OAuth settings to share across installations that have numerous portals with the same authentication settings.    To test, create a multi-portal installation. Install any OAuth provider and configure it normally through Admin > Extensions. Check the new box for using Host Configuration.  Update settings and browse to a different portal and see that the OAuth provider is being used there as well.     The code fix includes the ability to override Host Configuration with portal specific configuration.    To test this, Log in to one of the sites and un-check the Host Configuration check box and either disable the authentication for this portal or configure for different authentication. Then browse to the other portal and ensure the OAuth provider is still enabled/configured. """""""	"""Pull request submitted here: https://github.com/dnnsoftware/Dnn.Platform/pull/1343"""	0.9659589	
DNN-9733	DNN	Improvement	"""SI: PB Pages: Select Any Container From Page Settings"""	"""""""Previously in the page settings, you could select any container to use for the page regardless of the skin selected.     (See Page Settings image)    In Evoq 9 this was changed so that you can only apply containers to the page that share the same folder name as the skin:    (See Page Settings 9 image)    A customer has requested for the ability to select a container that is not linked to the skin specifically for a page."""""""	"""After an internal discussion (with Will M) it was brought to my attention this change was by design (it was too confusing for most end users the way it previously was) and we will not be adding back support for it in the future. """	0.9657847	
DNN-10507	DNN	New Feature	"""MVC Module - Unable to Redirect from ActionFilter"""	"""""""This very well may be a feature request, so feel free to change it if it is  --    The MVC `ActionFilterAttribute` does *not* support page redirects by setting the `filterContext.Result` to a new `ActionResult`. This is expected behavior in ASP.NET MVC and since there is no special DNN `ActionFilterAttribute` AFAIK I would expect this behavior to work just like it would in ASP.NET MVC.     Suppose you want to create an Exception Filter that redirects the user to a special error page.      In the case above whenever there is an exception the action should automatically redirect to an ErrorPage() which is a method on the controller that returns a type of `ActionResult`.    This is something I can help solve but I may need someone that I could message that has a little bit more domain knowledge of the MVC Architecture."""""""	"""After further investigation into how our `ModuleApplication` and `ResultCapturingActionInvoker` all work together in returning the `ActionResult` from the Controller I have found a solution that is currently redirecting. This currently works with an `ActionFilter` that implements `IExceptionFilter`.    I am going to continue to work through this and try to get the other `ActionFilters` to properly redirect and then I'll submit a Pull Request"" [SEP] ""I believe this should be changed to Feature Request instead of bug since this is a feature that appears to have not been implemented. I don't have permission to change the type, could someone take care of this for me?"" [SEP] ""I just submitted a PR for this    [https://github.com/dnnsoftware/Dnn.Platform/pull/1931|https://github.com/dnnsoftware/Dnn.Platform/pull/1931]"" [SEP] ""[~accountid:<USER>, I reviewed the PR and it looks good except one minor thing. Please fix according to my comment on the PR so I merge it."" [SEP] ""I replied to your comment in the PR with fo"	0.9646856	
DNN-9233	DNN	Task	"""PB General: Review usage of """"userId"""" parameter in persona bar config"""	"""""""The Platform persona bar has a config object in client side populated from the backend that provide server side information at the time the persona bar is loaded. One of this information is """"""""userId"""""""" (see https://github.com/dnnsoftware/Dnn.AdminExperience.Library/blob/development/src/Dnn.PersonaBar.Library/Containers/PersonaBarContainer.cs#L88).     The goal of this task is review where this config is used and why. We would like to see if we could avoid expose this information if possible (if removed, we will create a new jira for that work - note that this could be breaking config change)."""""""		0.96461284	
DNN-9855	DNN	Improvement	"""SI: Ability to locate Orphaned Files"""	"""""""A customer would like the ability to locate Orphaned files (Old files that aren't being used on pages, modules, etc) and way to remove them once found.    This would be useful for website clean-up and making it easy to free up space on the site.    Additional Comments from customer:    Document Scenario – A new version of an existing pdf or other file type is uploaded to the website to replace an existing document. The content editor doesn’t take the care to use the exact same file name and overwrite the existing pdf. Instead the new file with some unique file name is uploaded and linked to in the page content and the old file remains, no longer linked to or in use. The old file doesn’t get deleted from the site and has been orphaned from use on any page.    Image scenario – Images are frequently updated, each with its own unique file name. Previously viewed old images simply pile up in their folders and become clutter.    Desired functionality would identify files in the /Document and /Image directories that have no active relationship with any page and provide admin the ability to manage them individually or in mass.    Additional benefit: remove files that search engines may otherwise provide inappropriate search results to."""""""	"""There is no way for us to take a full inventory and define what isn't in use (there are third party modules to consider, plus people providing direct links); therefore I am closing this as won't fix because it isn't possible. "" [SEP] ""I will also add that we are adding some analytics and tracking for assets in 9.2 which could help in the future but won't be a 100% solution as they described here. """	0.9642798	
DNN-9847	DNN	Improvement	"""SI: Allow bulk adding or deleting for Users and Roles"""	"""""""Organizations with large user base and high turnover, have to manually update Users and their roles. Currently, they're doing this through SQL Scripts and it's not an ideal solution.    Few customers has requested the ability to bulk add or delete users ... with being able to bulk add or delete roles."""""""		0.963585	
DNN-9480	DNN	New Feature	"""Ability to theme portal sites without Site Wizard"""	"""""""Many DNN administrators depend heavily on the site wizard that is currently bundled with DNN 9.  Sense it appears that the site wizard is categorized as a legacy item that will be removed eventually, what will be the replacement process for it so that administrators can easily skin or theme unique portals under a single installation of DNN 9+  """""""	"""We are not bringing back the site wizard but we are working on Import/Export as part of 9.1 (there is an epic for this). When finished, there should be no need to use the site wizard.     Side note, replacing the theme across the site shouldn't require the site wizard (or import or export). """	0.96131897	
DNN-7394	DNN	Sub-task	"""enhance OAuthAuthorizeScope to support fixed application & scope"""	"""""""we need to ensure that a scope of """"""""DNN-All"""""""" will be understood as allowing authorization for all resources i.e. [OAuthAuthorizeScope(""""""""DNN-All"""""""")]"""""""	"""From Cathal via Skype regarding this specific issue:    oauth requires a scope setting, typically passed as an attribute  however our implementation doesnt use it  but we cant remove it - we must send a value, so for now we send DNN-All  this means in the future if we add proper scope support then we have a placeholder to build off    in other words its not really something testable (unless i add code that checks that only """"DNN-All"""" is allowed as scope - i cant recall if that's the case, i will check)"" [SEP] ""Verified the code in the check-in exists in Source package Platform 8 build 366"""	0.96091026	
DNN-10047	DNN	Sub-task	"""Move user commands to Dnn.PersonaBar.Users and verify/update implementation."""	"""""""Move all the user commands to Dnn.PersonaBar.Users and verify/update implementation to reuse existing code.  Behaviour Changes: Automatic paging in list-users command"""""""	"""Thoughts:  1. Initialize(args, portalSettings, userInfo, activeTabId); called in every command class, should move to ConsoleCommandBase;  2. let ConsoleCommandBase inherit from IConsoleCommand, then each command class no need inherit from this interface again, IMO we should only left one definition of these 3: ConsoleCommandBase, IConsoleCommand, and ConsoleCommandAttribute. they seems duplicated.  3. ValidationMessage property can move to base class."" [SEP] ""Changes looks good and merged."" [SEP] ""Discuss with Amarjit and its is a Dev task only , no QA required Closing this task"""	0.9605928	
DNN-9044	DNN	Improvement	"""SI: Home Page is intermittently displaying empty content"""	"""""""As reported by some customers, they have seen some deadlocks and empty HOME page in some cases. They tracked it to these views:  - vw_Modules  - vw_TabModules    And they resolved these deadlocks by using {{WIHT (NOLOCK)}} in all the select/join parts of these views.     Using NOLOCk is a bad practice that should be avoided. Therefore, there is a need to review the design of all these views to prevent deadlocks from occurring. The views are:  - vw_Files  - vw_Portals  - vw_Modules  - vw_Tabs  - vw_TabModules    And the following functions / stored procedures:  - FilePath  - GetRolesBasicSearch      """""""	"""there is a reason, why I am avoiding """"with (Nolock)"""" in my TurboScripts.   Applying TurboDNN.sql will fix the issues immediately."" [SEP] ""[~accountid:<USER> Please confirm what you mean in the description.  It seems contradictory.      [~accountid:<USER> Please stop promoting your scripts that hack the DNN database in this issue tracker. "" [SEP] ""The customers reported this said they see blank home screen intermittently due so some database deadlocks. These deadlocks are caused by the two views they identified (as in description).    When I reviewed the database, I found more views susceptible to these deadlocks and listed them in the description."" [SEP] ""@George, I think that this might be due to a practice of joining back to tables already included in the view, similar to my fix for vw_modules.  Might be a route worth exploring."" [SEP] ""I've analyzed all these views besides many other procedures depending on them and identified the following issues and their fixes:    - Updated vw_Modules by adding these"	0.9604828	
DNN-9010	DNN	Improvement	"""DAM doesn't adhere to area provided"""	"""""""DAM doesn't take care of the screen size provided. it looks like an alien in the screen.  Even if it has been developed using different technologies, it should chime into the new design and layout patterns."""""""	"""As mentioned in previous tickets, DAM in platform will be updated in a future release.  """	0.9592666	
DNN-8153	DNN	Improvement	"""SI: Restrict Certain Role Access by IP"""	"""""""A client has requested the ability to restrict access to the Admin menu by IP while maintaining general access for users to the site.     Note: Other customers (and potential customers) have requested the ability to restrict Content Manager and Content Editor access based on IP. Therefore, we need to build a solution that handles more than a single role. """""""		0.95893544	
DNN-7403	DNN	Improvement	"""Remove outdated Navigation Providers"""	"""""""DNN Platform contains several Navigation providers which are outdated and no longer supported.  These providers add to the overall memory footprint of the platform and slow down the startup time for the platform.  As a result the following projects and assemblies should be removed:  * ASP2MenuNavigationProviders  * DNNDropDownNavigationProvider  * DNNTreeNavigationProvider  * SolpartMenuNavigationProviders  * SolpartWebControls    *NOTE:* This is a *breaking change*.  Old skins which rely on these menus will break.  We have removed all references to Solpart Menu and any skins or containers which used them are not compatible with DNN 8.  This is by design."""""""	"""AFAIK those providers are no longer installed by default (in all versions of DNN 7)"" [SEP] ""Merged PR https://github.com/dnnsoftware/Dnn.Platform/pull/724"" [SEP] ""[~accountid:<USER> Unfortunately, those providers are still installed by default into the \bin\providers directory.  Originally, we created the \providers directory so that assemblies wouldn't get loaded automatically at startup, but were available if called. This worked well until we added WebAPI support, and subsequently started using MEF.  Both of those features scan the entire folder tree under the \bin folder looking for assemblies/classes which implement certain interfaces.  This causes any assembly in the \bin or child folders to get loaded into memory, even if they will never be used.  As a result we have been loading a lot of unneeded assemblies into memory for the past four or five years without realizing it.  This enhancement is part of the cleanup we are doing in DNN 8 to get rid of unused features which add bloat to DNN and cause perfo"	0.9584892	
DNN-10087	DNN	Improvement	"""Revisit Library to implement API permissions on commands"""	"""""""Revisit Library to implement API permissions on commands"""""""	"""Also, IMO, we need to make these open by default to JWT by adding {{[DnnAuthorize(AuthTypes = """"JWT"""")]}} to these API classes."""	0.9578468	
DNN-9368	DNN	Improvement	"""SI: File moving not transactional, doesn't rollback from error"""	"""""""Please see linked issue.    """"""""[...] we moved one our top level folders, it has numerous sub folders that probably go 4 or 5 levels deep. The end user wanted to change the name of the top level folder from """"""""Planning"""""""" to """"""""Planning & Building"""""""".     The end user used the move function and at some point she received an error stating that the folder couldn't be created because the length of the path was too long. I believe this is a windows limitation.     The underlying issue is really that the process is not transactional, meaning that if it fails it doesn't [roll] back. It started the process of moving files and folders and when it encountered the error it just halted. Leaving the system in a state where most of the files had been moved but not all.     Further my guess is that the system is updated to look at the new folders that were created from the move when the process completes successfully and because it did not complete successfully the system was not aware of the new folders hence to the end user it looked like the files were gone""""""""    This can be worked around by re-syncing the folders, but the client would like the errors to be handled more gracefully"""""""	"""[~accountid:<USER> I have updated this one but please prefix the title of all Support Incident Jiras with """"SI:""""; it makes it easier for us to quickly identify these in the backlog. Thanks."" [SEP] ""[~accountid:<USER>, Yes. I apologize. Completely forgot again. I'll take a postit and stick it on my monitor so I don't forget next time"""	0.956744	
DNN-10583	DNN	Improvement	"""Pormpt needs to be allow hosts to script across portals"""	"""""""Currently Prompt will run all commands that are portal specific (e.g. roles) at the current portal. Given that we want to support remote scripting and given that hosts can transcend portals, this should be opened up so that commands can be run across different portals.    The provided solution adds portal ID to the Prompt WebAPI path. This way we avoid adding another parameter to the commands and it will only be used by those that implement it (the Personabar extension doesn't need it and will be left unchanged in behavior).    https://github.com/dnnsoftware/Dnn.AdminExperience.Extensions/pull/371"""""""	"""I reviewed and tested that the new changes can be applied to many portals, then merged it.    For QA testers: you can test by sending API requests to different portal (using Fiddler or Postman) by appending the portal ID to the end of the normal Prompt API call as there is no UI to test this with. For example:  {color}POST /API/PersonaBar/Command/Cmd/1{color}  where the *1* is the portal ID to target that is different than the currently active portal."" [SEP] ""Hi [~accountid:<USER>, this introduced a breaking change ( DNN-10583 ),  we need to reintroduce """"List"""" method."" [SEP] ""I'm following up on this."" [SEP] ""https://github.com/dnnsoftware/Dnn.AdminExperience.Extensions/pull/383"" [SEP] ""I validated a few of the PROMPT commands and found that some don't work as expected across portals. After further investigation, I figured out that it is a bug in the implementation of these commands themselves (how they call the methods down the stream or the libraries the commands use) and not a bug in the implementation "	0.9565751	
DNN-9179	DNN	Improvement	"""Add new scheduler for maintenance tasks"""	"""""""There is a need in DNN Platform (and other products) to perform some maintenance tasks as cleaning up some database tables that grow always, re-indexing others, etc.    This scheduler should be flexible enough to allow administrators and installable modules to inject their own cleanup tasks as well."""""""		0.9561778	
DNN-9133	DNN	Improvement	"""Creating new user creates many empty profile entries """	"""""""When a new user is created there are 23 profile rows created in the {{UserProfile}} table with most of them having empty {{PropertyValue}}. This is a waste of database space and inefficient in terms of database operations and needs to be optimized by not creating the rows with empty values in the first place.    A further enhancement is to delete these already existing rows with empty values."""""""	"""We need to be very carefully handling this, due to DNN using an empty string internally as Null value.  With profile properties, we need to distinguish between a non-set value (in this case, we may use the default) or an intentionally empty string. Consider default for a custom property Profession is """"enter your profession"""", a user might empty this, to indicate he doesn't want his profession being stored.  The code behind might decide, whether the text has not been provided or is intentionally empty.  Besides, it is usually easier to handle records with missing values than deciding whether to use the value, an empty string or the default value, especially in the database. Be also aware that inner joins usually perform faster than left joins.  If we want to optimize user profile, I would alter PropertyValue to nVarChar and remove PropertyText column."" [SEP] ""https://github.com/dnnsoftware/Dnn.Platform/pull/1605  https://github.com/dnnsoftware/Dnn.Platform/pull/1606"" [SEP] ""PR merged, change is available in "	0.9532811	
DNN-8348	DNN	Task	"""using two different modules on a single page causes one of them to fail"""	"""""""This was reported in dnn forums: http://www.dnnsoftware.com/forums/forumid/203/threadid/526207/scope/posts  Create two new modules from the mvc templates.  install them on a website and drop on same page.  You will see that one of them can not load and throws exception as show in image MVC.png"""""""	"""The issue was happening due to MVC cache key and rendering step for the mvc module.  Since MVC is designed to work on single site architecture and does not expect multiple modules and views folders, the cache key has been modified to include the namespace in it so that each module is treated differently. Also the call render module has been moved from onload to oninit because in onload case the if the page has different modules and then the view locations are overwritten to the last module at the time of onload. So all the other modules are not found and throws exception.    PR Created.    [~accountid:<USER> please review the PR."" [SEP] ""Code review done, it looks good.    Available in build #8.0.1.97."" [SEP] ""Verified ability to build both module in VS 2015 Community  Verified both modules can be installed in any 7.4.1 or later version of DNN products  Verified you may have more than 1 version of SPA or MVC on any page or mix n' match more than 1 version of both SPA/MVC on a page  Platform 8.0.1 build 108; "	0.95312905	
DNN-7847	DNN	Task	"""DCC - Move cache from repository classes to managers classes"""	"""""""Currently the cache logic for the management of the entities of the DCC is located at the repository level. It should be located inside the manager classes, and the repository classes should be only in charge of data access management.  This change affects mainly to Dynamic Content Types, Field Definitions and Templates."""""""	"""Batch update of issues that won't be addressed due to change in functionality from version 9.0. If you feel these issues are still relevant, please feel free to re-open."""	0.9522588	
DNN-8524	DNN	Improvement	"""WEB API performance investigation"""	"""""""During profiling Platform performance, I found that DNN's WEB API requests take 1 to 2 milli-seconds more than the time taken by those requests from a default WEB API application created by VS. We need to investigate the cause of this extra time which could be coming from authentication/authorization, extra filters, AUM, etc.) and investigate whether there is a possibility to reduce/remove these extra milli-seconds.    Note: the test was done against a """"""""do-nothing"""""""" DNN WEB API method against a default WEB API application method created by VS 2015 project which returns a single string value. The average time taken by DNN app was about 3 to 4 ms while the default app was 2 to 3 ms.    I attached a JMeter image of performance comparison between the two calls ( !WebApiPerf.png|thumbnail! )"""""""	"""I’ve investigated the WEB API performance in DNN and found few sources for the performance hit we incur. Here are the major identified areas:  - The rewrite and process request methods of the {{AdvancedUrlRewriter}} are other areas. This is the most costly area in performance for WEB API calls.      - Injected {{DnnContextMessageHandler}} class in the API processing pipeline. This one is called in each API request to setup the proper context for the call. The major time is consumed in creating the portal setting object in this call:    In this call the  is called which is the one responsible about consuming most of the time.    Measuring these with JMeter against a plain vanilla WEB API service created as a Visual Studio C# project, showed that these are adding more than 1 millisecond on local machine when there are no Database access and all values are obtained from the cache.    To improve this and reduce some of the extra overhead would require a huge amount of work to reduce the re-writer logic and cre"	0.9518772	
DNN-9990	DNN	Task	"""Review DNN Prompt Code"""	"""""""This task is about reviewing the current DNN Prompt packaging submitted by the community and determining what must be done in order to make it a persona bar package that is included with the Platform.     Questions:   1. currently all the commands are implemented in prompt project, when integrated into APB, should the commands move to each PB module side? like Pages module implement Pages related commands;   2. maybe we need move the basic classes into Dnn.PersonaBar.Library side, and let Dnn.PersonaBar.Prompt project only have the UI part;   3. need consider how to join the logic between WebAPI and Commands, we shouldn't have duplicate functions between these 2 ways;   4. there are 3 base definitions: ConsoleCommandBase, IConsoleCommand and ConsoleCommandAttribute, they are used join together, code in this area need refactor to let it easy to understand;   5. currently the help example files are static html files, this will be hard to maintainance when we start to modify the functions, need find another to generate the samples automatically;   6. need log for command execute history;   7. some important actions need ask user to confirm before process;"""""""	"""Hi [~accountid:<USER>, i add my questions in description and think these need to be done when integrate this project into our codebase. please have a look, thx"" [SEP] ""Comment from Ash:  _Hello <USER>_    _I’d like Prompt to call the Web APIs for different extensions directly. For e.g. “create user” command should call the CreateUser Web API that we ship today with PB Users._    _This means we need to refactor the Interface in such a way that the end point is a parameter to the list of commands. It should be generic enough to pass a bunch parameter._    _We should have just the Interface defined in PB Library. The implementation of the UI should be in Prompt project._    _I don’t want code duplication, and also no new Web APIs to create users._"" [SEP] ""Closing this as main work is being done in DNN-9994"" [SEP] ""Closing this task based on above comments"""	0.9514182	
DNN-7529	DNN	Improvement	"""Member Directory - Username is blank"""	"""""""In the member directory - when a non-admin user views the member directory the MemberDirectory/AdvanceSearch returns all users with a blank username.    Seems odd that a username that is used publicly in forms and many other modules is not available for display in the member directory."""""""	"""Actually - it is a simple fix.  in namespace DotNetNuke.Modules.MemberDirectory.Services  class Members.cs    line #144- the get call for UserName is specifically checking if the user is an administrator.    Again - this seems off the wall logic as many existing modules (forms, blogs, newsletters, etc) specifically use a username - and it's treated so privately.    Yet """"Display Name"""" is just visible.  If anything it should be available by default - and up to the site administrator to set visibility if desired private.    "" [SEP] ""AFAIR, TokenReplace hides username for all users, except TO admins for security reasons. Usually no module should expose login name (especially if login by email address is enabled) but should use DisplayName instead.  I suggest to close this as won't fix."" [SEP] ""I disagree w/ Sebastian - we don't need to over-think this. Email address can be passed out regardless if it's also the username based on Admin settings for profile.  If Username is added to the feed output doesn't mean "	0.9503221	
DNN-8372	DNN	Improvement	"""Search > Delegate responsibility of localized result type name to implementers"""	"""""""Currently, all the resx for the search result types are defined in Platform in Website\DesktopModules\Admin\SearchResults\App_LocalResources\SearchableModules.resx    These resx definitions should be responsibility of each implementer of a new search result type. Then, if a new type is needed, we wouldn't need to modify this file in Platform.    Items to work on:  - Extend the BaseResultController class with a property to return the localized type name  - Modify each existing derived class of BaseResultController with the implementation of this property  - Clean up unused resx entries in SearchableModule.resx  """""""	"""PR submitted https://github.com/dnnsoftware/Dnn.Platform/pull/1270    Please [~accountid:<USER>, review my changes"" [SEP] ""Code review done. Merged in build #8.0.1.99."" [SEP] ""Testing for this issue is already covered by testing in Content-5825 as this is only internal code change to support categorizing search for images as IMAGE and not as DOCUMENTS.    For test cases and result please refer to Content-5825 that is linked to this supporting ticket."""	0.94938326	
DNN-10704	DNN	Story	"""Community PR for cross site prompt """	"""""""*Background*:  After DNN-10583 """"""""Pormpt needs to be allow hosts to script across portals""""""""  we start to see some observations that might be issue in the prompt implementation, not the above ticket - so created this story to log and track the history and investigation notes by development team     # By general cross portal - utilize the current child site implementation and had the same limitation that (roles - users ) are not cross site accessible   # For prompt cross portal please check the above ticket"""""""	"""+The logic that we are adopting in the needed fixes:+    *Prompt* is a feature the allow command (cmd) line access for the application's functionality.  - Thus what you see in the prompt cmd *result *should match what you get from the application normal functionalities done using the the UI.    *Prompt cross portal access* is a way to execute the usual prompt commands but with targeting a site other than the one in the URL, for e.g. """"Mainsite/API"""".  - Thus the *result *will be similar to executing the prompt command on that remote targeted site.  - Targeting a site to execute commands on is done by adding """"/siteId"""" at the end of the API call, for e.g. : """"Mainsite/API/ 2"""".    *Site-Group* is a feature in DNN that allows specific sites ,which exist in a specific site group, to share users & modules.  - This should affect the *result * of running commands inside the *basic prompt* to extend the allowed accessible items to be retrieved or manipulated only for features affected by siteGroups (Users & module"	0.9484333	
DNN-8632	DNN	Improvement	"""Use DateTime.UtcNow instead of DateTime.Now"""	"""""""Throughout the DNN code, there's a lot of incorrect uses of DateTime.Now to store values into the database. DateTime.Now is the representation of the configured timezone on the server (EST, CST, etc.). We should always be storing DateTime.UtcNow into the database so that values can be converted back to any local time, as needed. It makes DNN more portable when switching hosting providers in different geographical data centers because UTC datetime is always the same regardless of timezone or daylight saving. To be truly enterprise ready and secure, DNN needs a consistent way to store date and time.    There is also a performance benefit to switch, because DateTime.UtcNow is many times faster than DateTime.Now. The .NET implementation of DateTime.Now is actually taking DateTime.UtcNow and converting it to local time of the server so it's doing a lot of unnecessary arithmetic.    [https://blogs.msdn.microsoft.com/kirillosenkov/2012/01/10/datetime-utcnow-is-generally-preferable-to-datetime-now/]  [https://dzone.com/articles/darkness-behind-datetimenow]  """""""	"""Hi Stephen, this sounds like a good addition.  However, we are not able to get any additional items into the release unless it has a major impact on usability.  I'd like to address this in future releases.  """	0.9484198	
DNN-9754	DNN	Improvement	"""PB Themes: Small Thumbnails and Long Text"""	"""""""In the persona bar, manage - skins, the smaller skin controls and containers thumbnails need to be a bit larger to contain the buttons with text in other languages, see screenshot. For french, 100x100px would be enough but 150x150px would make them all the same size, since the other thumbnails are already 150x150.     *********  *Design Notes:*  See attached here mockups for revisions to the hover states for the small thumbnails in the Container and Layout selection screems.    - Shown there is a revision to eliminate the text labels and replace with icons which give the option to assign the Site Container and Edit Container / Site Layout and Edit Layout.    - On hover in the thumbnail, it turns blue and the icons are displayed, white.  Look and feel to match the hover states on the Theme Selection  - Hovering on the icons themselves, icons turn 75% opacity, and the Title description popups should indicate what the function of the icon is.  Those titles will be translated and this would resolve the text length issue    Labels for Container: """"""""Set as Site Container"""""""" and """"""""Set as Edit Container""""""""  Labels for Layout: """"""""Set as Site Layout"""""""" and """"""""Set as Edit Layout""""""""    !Hover States_Container.png|width=375!  !Hover States_Layout.png|width=375! """""""	"""For the icons: """"S"""" and """"E"""" should also be localizable and the localization key name should be descriptive enough for thranslators to know the meaning of the """"S"""" and """"E""""."""	0.947573	
DNN-10230	DNN	Improvement	"""SI: Export Unpublished Content"""	"""""""Currently the new non-published modules are part of the export package; nevertheless, the content is empty.    To reproduce:  1. Create an html module on the page and add some text.  2. Without publishing, create a full export of the site.  3. Import it on a clean portal.    Result:  The html module is on the page, but it is empty.    Expected:  The html module should be on the page with content."""""""	"""This is by design, the only unpublished content that is included would be from the micro-services. """	0.9469706	
DNN-9603	DNN	Improvement	"""Ability to rename/move group folder"""	"""""""In current implementation social group folder is always Groups\groupId. So group folder cannot be renamed or moved - and it is difficult to tell which folder of Groups\10, Groups\11, ..., Groups\125 relate to which group just by looking at the list.    Possible solution is to add FolderID field in Roles table."""""""	"""Instead of extending roles table, I strongly suggest separating groups from security roles.  A group table would store GroupName, Description, OwnerID, ManagerRoleID and MemberRoleID (as well as your FolderID), while Roles are just what they should be: a security feature."" [SEP] ""I couldn't agree more with Sebastian in that matter."""	0.9461441	
DNN-9854	DNN	Improvement	"""PB General: Improve dnn-collapsible common component to support animation with auto height"""	"""""""The DNN Collapsible won't animate properly if this component has the height set to """"""""auto"""""""". See if we can use """"""""[react-smooth-collapse|https://www.npmjs.com/package/react-smooth-collapse]"""""""" rather than """"""""react-collapse"""""""" to improve this component."""""""		0.9460522	
DNN-7942	DNN	Improvement	"""Please review CK Editor Brand Name/Component Name, and consistent spelling everywhere"""	"""""""Just from the license agreement, I see different way to describe the brand name and component name, can we make them the same?   - DNNConnect  - DNN-Connect  -CKEditorProvider  -CKEditor Provider     !image-2015-11-17-13-41-16-442.png|width=600!    !image-2015-11-17-13-43-50-729.png|width=600!   """""""	"""[~accountid:<USER>, What should be the final names to type?"" [SEP] ""CKEditor should be what it says. The word provider should always be independent of CKEditor. Also worth noting that DNN Connect (the group) are the stewards of the provider project itself so it is fine to keep the name in several areas. "" [SEP] ""All name references has been updated as PM suggested.  [~accountid:<USER>, please could you review my changes and merge the pull request?  https://github.com/DNN-Connect/CKEditorProvider/pull/54    TIA."" [SEP] ""Code review done. Merged PR."" [SEP] ""Changes included in build #8.0.0.676"" [SEP] ""Verified fixed in latest Platform and Evoq"""	0.94523275	
DNN-8057	DNN	Improvement	"""Implement Trace Statements in Dnn Platform Code"""	"""""""+Background+    It can be difficult to do performance troubleshooting on a live running Dnn site, if some specific module is not performing well.    This change is to add in trace output statements to the codebase, so that anyone can hook up any trace listener (such as Dnn Glimpse) and determine which components on a page are running slowly.    As the Log4Net component provides a trace listener, it can be leveraged for this purpose and have the output directed via the log4net configuration.    +Requirements+  * Implement the trace statements in code as provided  * Add the required log4Net configuration change to this JIRA as an example  * Test by checking with a trace listener such as Glimpse"""""""	"""In order to use Log4Net to trace these particular messages in {{System.Diagnostics.Trace}}, this is what we have to set up in the file {{DotNetNuke.log4net.config}}:  * First, there will be another appender for this type of traces:  {code:xml}  <appender name=""""TraceAppender"""" type=""""log4net.Appender.TraceAppender"""">      <layout type=""""log4net.Layout.PatternLayout"""">          <conversionPattern value=""""%date - %message%newline"""" />      </layout>  </appender>  {code}  * Second, we have to add a Logger, to log those particular traces:  {code:xml}  <logger name=""""DNN.Trace"""" additivity=""""false"""">      <level value=""""DEBUG"""" />      <appender-ref ref=""""TraceAppender"""" />  </logger>  {code}    With these changes, if we want to send traces to the {{System.Diagnostics.Trace}} environment by using log4net, this is what we have to do:  {code:java}  DnnLogger.GetLogger(""""DNN.Trace"""").Debug(""""This is a test"""");  {code}    The primary purpose of these trace statements is to collect data on performance when loading pag"	0.9451347	
DNN-9761	DNN	Improvement	"""Installing modules very slow with many portals"""	"""""""The module install page (/Install/Install.aspx?mode=installresources) is very slow on sites with a lot of portals due to a high number of database calls.  That process currently calls GetPortalDesktopModules for every module on every portal.    I've implemented a fix which only calls GetPortalDesktopModules once per module in the outer loop and then passes that dictionary of modules down to the inner loop.  The new dictionary parameter is optional, and if the parameter is not provided it will fall back on the old mechanism (fetching from the database).  This maintains backwards compatibility and isolates the changes to the module install page.    Our DNN instance has 35 modules and over 3600 portals.  We did a database trace and found that this was making over 100,000 database calls.  This was causing our install process to take over 31 minutes with no load (about an hour with load).    After implementing the change, we have significantly reduced our install time from 31 minutes to under 1.5 minutes (from 58 to under 4 minutes with load).    The patch file for this fix is attached, I have discussed it with [~accountid:<USER> and will submit a pull request shortly."""""""		0.9435045	
DNN-7798	DNN	Task	"""DCC API - SQL Caching"""	"""""""Ideally SQL queries responsible for read Dynamic Content entities (Content Type, Content Items, Data Type, Templates) should be always cached to obtain great performance.    Cache should be defined at first at the API level, so inside the manager classes that expose the DCC functionality to internal or third party modules.    Caching is currently implemented for all the managers using AOP (see Cacheable Annotation). See example below:      However, the *DynamicContentItemManager* use internally the ContentController that does not cache the method *GetContentItemsByModuleId*.  We must cache this call as currently is used in the part more sensible to performance that is the DCC Viewer (see below):   !DCCViewerSQLCallForAnonymous.png!    *Important*: we likely will change the approach to retrieve the content item associated to a module as commented in the jira so please review this jira once DNN-7796 is done.    """""""	"""Batch update of issues that won't be addressed due to change in functionality from version 9.0. If you feel these issues are still relevant, please feel free to re-open."""	0.94302255	
