project,issue_key,issue_type,score,score_reason,review_action,review_note,summary,description
JSWSERVER,JSWSERVER-14515,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Connection establish by using groovy rest api""","""""""Create authenticate session by using  login credential and the fetch json data by using groovy rest client."""""""
JRACLOUD,JRACLOUD-46378,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Editing issue via REST API doesn't have any response""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-46378].   {panel}  h3. Summary At the moment, using REST API to edit an issue doesn't provide any reponse  h3. Suggestion Provide responses especially the ids of the updated fields. For example, when adding a comment while editing the issue, return the id of the comment added."""""""
MDL,MDL-52108,New Feature,5,+1:interface; +1:service,KEEP,,"""New Web Service core_message_delete_message""","""""""Since 3.0 messages can be deleted in the web interface, we'd need a WS to be able to delete messages in the Mobile app too."""""""
BAM,BAM-16752,Suggestion,5,+2:indexing; +1:plugin,KEEP,,"""While running Bamboo plan got the error""","""""""simple 11-Nov-2015 16:24:51 Build ARisk - ARiskDashBoard - Translator - Default Job #833 (ARISKRUFF-ARISKRUFFTRHUFS-JOB1-833) started building on agent Unix Agent 2error 11-Nov-2015 16:24:51 Error occurred while executing the build for ARisk - ARiskDashBoard - Translator - Default Job #833 (ARISKRUFF-ARISKRUFFTRHUFS-JOB1-833) : Task failed since repository with id 18874433 does not exist. It may have been deleted, please update the task and pick a new repositorysimple 11-Nov-2015 16:24:51 Run"
JRACLOUD,JRACLOUD-46205,Suggestion,5,+2:connector; +1:api,KEEP,,"""Atlassian Mobile + Firewall""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-46205].   {panel}  Currently we run our instances on premise and would like to begin taking advantage of some of the new features that are soon to be introduced.    First, I think it would be helpful to have <USER> Confluence listen on a separate port for the mobile applications.  This would allow us to expose the least amoun"
MDL,MDL-52051,Task,5,+2:new api; +1:api,KEEP,,"""Migrate to Dropbox API v2""","""""""Dropbox have release a new API increment, we probably should update to v2 before we get caught out when they drop v1:    https://blogs.dropbox.com/developers/2015/11/dropbox-api-v2-launches-today/  {quote}  At some point we'll likely deprecate the previous API v1, but we don't have specific plans to share now. We'll be sure to give developers plenty of warning.  {quote}  """""""
CONFCLOUD,CONFCLOUD-49107,Suggestion,5,+2:integration; +1:plugin,KEEP,,"""Team Calendars Integration with Confluence Workbox on Add Events""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-49107].   {panel}  h3. Problem Definition As of now, should user try to add an event in Team Calendars and include some users in that particular events, those users will only get notifications via email.  h3. Suggested Solution To integrate Team Calendars plugin and Confluence Workbox plugin, so that the users will also g"
XD,XD-3688,Story,5,+2:rest api; +1:api,KEEP,,"""Rabbit Binder Cleaner REST API""","""""""As a developer, I'd like to be able to clean Rabbit binder broker artifacts using the REST API.  When the Rabbit Bus was ported from XD, the bus cleaner was ported as {{RabbitBindingCleaner}} but the REST API to invoke it was not ported over."""""""
EVG,EVG-694,New Feature,5,+1:interface; +1:service,KEEP,,"""Evergreen commands should surface as shell interfaces""","""""""There's been a longstanding request to add control flow (if, for, while, etc) to the Evergreen configuration format. This is definitely something we need to address, but I am very wary about making the config format Turing complete. I'll let Google's [awesome Kubernetes retrospective|http://queue.acm.org/detail.cfm?id=2898444] do the talking for me:  {quote}  ...configuration-management systems tend to invent a domain-specific configuration language that (eventually) becomes Turing complete, "
MDL,MDL-51931,New Feature,5,+1:module; +1:service,KEEP,,"""New Web Service core_group_can_access_all_groups""","""""""Check if the current user can access all groups of a given context level (course or module) and instance id (course id, or cmid).    The function will return true if:  * The course or activity does not use groups  * The groupmode is VISIBLEGROUPS  * The user has the moodle/site:accessallgroups capability    In some cases, it will good to now if the user can access all groups due to the capability. For example in some modules, like the forum, having that capability make the user able to create"
JSWCLOUD,JSWCLOUD-12724,Suggestion,5,+2:integration; +1:plugin,KEEP,,"""Friendlier Message for JIRA & Bitbucket Integration Within the Source Tab""","""""""With the addition of the Dev Panel, it seems that Bitbucket doesn't send anymore responses to the Source Tab if a Fisheye integration is still present. Instead it leaves an error message within the Source Tab above the Fisheye information as such:   However, the Development Panel works fine as suspected.  *Steps to test:* # Created AppLink between JIRA 6.4.5 and Bitbucket Server 4.0.3. # I had an AppLink already created to a FishEye instance - so I had the Source and Reviews tabs showing up i"
JSWSERVER,JSWSERVER-12724,Suggestion,5,+2:integration; +1:plugin,KEEP,,"""Friendlier Message for JIRA & Bitbucket Integration Within the Source Tab""","""""""With the addition of the Dev Panel, it seems that Bitbucket doesn't send anymore responses to the Source Tab if a Fisheye integration is still present. Instead it leaves an error message within the Source Tab above the Fisheye information as such:     However, the Development Panel works fine as suspected.    *Steps to test:*  # Created AppLink between JIRA 6.4.5 and Bitbucket Server 4.0.3.  # I had an AppLink already created to a FishEye instance - so I had the Source and Reviews tabs showin"
MDL,MDL-51886,New Feature,5,+1:api; +1:module,KEEP,,"""New Web Services mod_wiki_view_wiki and mod_wiki_view_page""","""""""This function will trigger the module view event and call completion API."""""""
JRACLOUD,JRACLOUD-45915,Suggestion,5,+2:rest api; +1:api,KEEP,,"""JIRA 7 REST API Documentation uses the wrong projectTemplateKey in example to create project""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45915].   {panel}  h3. Problem Definition In the REST API documentation, the example for using {{POST /rest/api/2/project}} uses an incorrect project template key. It uses:  Using this throws the following REST API error in response:   h3. Suggested Solution The correct one to use is:   We should edit the documentation to ref"
TISTUD,TISTUD-7797,Improvement,5,+2:sdk; +1:module,KEEP,,"""Software update section in studio is confusing""","""""""Currently, when we want to update the studio or the sdk, there are 5 possible menu entries that deal with that topic:  * Check for Appcelerator Updates (What updates do we search here?!)  * Install Appcelerator SDK (Ok, checking for a Ti SDK)  * Install Mobile Module (Ok, checking for a Ti module)  * Check for Updates (Whats does this entry does different?)  * Install New Software (And whats up here?)    Would be great to clarify this. Also (if we can do this), a proper icon for the appc-rela"
BAM,BAM-16509,Suggestion,5,+2:integration; +1:api,KEEP,,"""Correction on Atlassian document on Bamboo HipChat integration""","""""""The document https://confluence.atlassian.com/bamboo/integrating-bamboo-with-hipchat-289276960.html in the paragraph:   """"""""Configure Bamboo plans to send notifications to your HipChat server"""""""" in item 1 suggest the following workaround:      Pointing a FQDN to api.hipchat.com in the hosts file doesn't work.  The correct would be:  """""""
CONFCLOUD,CONFCLOUD-49369,Suggestion,5,+2:rest api; +1:api,KEEP,,"""REST API for Team Calendar""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-49369].   {panel}  Can you publish REST API for Team Calendars, please."""""""
JSWCLOUD,JSWCLOUD-12648,Suggestion,5,+2:indexing; +1:database,KEEP,,"""Backlog to Continue render with Corrupted Index""","""""""h3. Problem Definition Backlog/Plan mode did not render any issues and throw 500/400 error due to corrupted index with Epic issue type.  Index can be corrupted at times and not all Enterprise customers can perform full re-indexing at any time of the day as it could take hours of downtime. While index is known to be corrupted, JIRA Agile should continue presenting/rendering Backlog so users can continue to work.  h3. Suggested Solution  Continue to render Backlog with all other issues and pop-"
JSWSERVER,JSWSERVER-12648,Suggestion,5,+2:indexing; +1:database,KEEP,,"""Backlog to Continue render with Corrupted Index""","""""""h3. Problem Definition  Backlog/Plan mode did not render any issues and throw 500/400 error due to corrupted index with Epic issue type.    Index can be corrupted at times and not all Enterprise customers can perform full re-indexing at any time of the day as it could take hours of downtime. While index is known to be corrupted, JIRA Agile should continue presenting/rendering Backlog so users can continue to work.    h3. Suggested Solution   Continue to render Backlog with all other issues an"
EVG,EVG-657,New Feature,5,+1:database; +1:service,KEEP,,"""Self-service edit of project secret configuration""","""""""Today, much of the Evergreen config can be managed within a project repo. But there are a few crucial bits that cannot. These items are currently only editable by someone on the BUILD or EVG teams.    Please allow a """"""""project owner"""""""" to be someone not on the BUILD team, and this should enable:  - Ability to make changes to the """"""""stored project configuration"""""""", including repository URL and file from which the rest of the config is loaded.  - Ability to add """"""""expansions"""""""" which are "
EVG,EVG-656,New Feature,5,+2:integration,KEEP,,"""Automatic testing of branches/pull requests""","""""""Travis-CI has an incredibly useful feature, where it:    - Automatically tests new branches pushed to a repository  -- User who pushed receives a success/failure email  - Automatically tests new pull requests filed against a repository  -- The pull request displays success/fail notice (via automatic GitHub integration)  -- Also, user who pushed receives a success/failure email    This is very handy for projects that use pull requests (rather than Gerrit/codereview) for their code review proce"
BAM,BAM-16455,Suggestion,5,+2:authentication; +1:database,KEEP,,"""Support Windows/Intergrated Authentication for MSSQL database""","""""""Enable support for Integrated Authentication for MSSQL database in Bamboo."""""""
JRACLOUD,JRACLOUD-45786,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Extend REST API to support XML response ""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45786].   {panel}  h3. Problem Definition JIRA's REST API currently provides response only in JSON format. Users migrating from JIRA's SOAP and XML-RPC remote APIs may also miss this particularly.  h3. Suggested Solution Provide XML formats for REST API outputs as well, for additional convenience."""""""
MDL,MDL-51754,Improvement,5,+1:interface; +1:plugin; +1:module,KEEP,,"""Feedback Response Rating - Allow students to indicate whether feedback was helpful""","""""""As a means of encouraging students to reflect on feedback given to them and to offer teachers/markers an indication of the value the student places on the provided feedback, controls that allow students to rate feedback should be added to the Assignment module.    It may be possible to achieve this as an Assignment Feedback plugin.    *Settings*  Settings would need to be added to the Assignment settings page. These could be controlled site-wide by administrators along with other Assignment s"
CWD,CWD-4521,Suggestion,5,+3:sso,KEEP,,"""Update on Resetting Domain Cookie Value Documentation""","""""""For the following documentation:  https://confluence.atlassian.com/display/CROWD/Resetting+the+Domain+Cookie+Value    Could we please update it to ensure that if the customers had enabled SSO configuration in their instances, after resetting the _Domain Cookie_ value, they'd then need to [manually update the _Domain Cookie_ value|https://confluence.atlassian.com/display/CROWD/Domain#Domain-SettingtheSSODomain] from their Crowd instance?  This is to prevent the SSO functionality itself to brea"
CONFCLOUD,CONFCLOUD-39528,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Ability to Restrict REST Request from Specific IP adresses""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-39528].   {panel}  REST API are available all the time. To prevent unwanted REST call to the instance, ability to restrict the IP address is neccessary."""""""
XD,XD-3604,Story,5,+3:distributed,KEEP,,"""Container process id's still showing after shutting them down""","""""""In my test case, I have security enabled. I tested this on distributed mode. I have a few Streams deployed. * Started 3 XD containers.  * Issue *Shutdown* from UI * The containers don't show up on the UI any more * jps lists the process id of 2 ContainerServerApplication(there should be none listed)  I have noticed different test results every time, like at times 2 out of 3 containers are terminated and at times 1 out of 3 are terminated. Please let me know if you have issues replicating this"
JRACLOUD,JRACLOUD-45675,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Better matching for @mention""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45675].   {panel}  h3. Problem Definition  The @mention feature uses a """"""""contains"""""""" match for the REST query to find suggested users.  The JavaScript part of the feature uses a """"""""starts with"""""""" match.  In some environments this means no users will be suggested even though there are users that could be shown.  This make"
JAVA,JAVA-2009,New Feature,5,+2:async,KEEP,,"""Implement command monitoring specification in async driver""","""""""The [command monitoring specification|https://github.com/mongodb/specifications/blob/master/source/command-monitoring/command-monitoring.rst] should be implemented for the async driver.  Currently it's only available in the synchronous driver."""""""
JRACLOUD,JRACLOUD-45656,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add CORS Header Configuration to Whitelist Rules""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45656].   {panel}  h3. Problem Definition As an Admin using the JIRA Rest API, I would like the ability to customize the CORS headers within the Whitelist Functionality or that are added by an Application Link all within JIRA.  h3. Suggested Solution Currently JIRA has the ability to add CORS Headers by using the [Configuring"
JAVA,JAVA-2001,New Feature,5,+2:indexing,KEEP,,"""Projection builder support for array indexing operator """,
CONFCLOUD,CONFCLOUD-61274,Suggestion,5,+2:migration; +1:api,KEEP,,"""Balsamiq API Changes""","""""""API Changes required to support the Balsamiq migration"""""""
CONFCLOUD,CONFCLOUD-61071,Suggestion,5,+2:migration; +1:plugin,KEEP,,"""Balsamiq Macro Migration""","""""""A process needed to replace a macro provided by a p2 plugin with connect add-on."""""""
XD,XD-3586,Story,5,+3:kafka,KEEP,,"""Move Kafka @Rule to a separate repo""","""""""As an s-c-d developer, I'd like to move kafka {{@Rule}} to a separate repo, so I can consume the test fixtures in different projects."""""""
MDL,MDL-51615,New Feature,5,+1:endpoint; +1:service,KEEP,,"""New Web Service mod_lti_get_tool_launch_data""","""""""New Web Service for retrieving launch data (the request endpoint and all the parameters including the final signature) for launching LTI requests"""""""
XD,XD-3513,Story,5,+3:microservices,KEEP,,"""Implement Gemfire SPI""","""""""As a s-c-d user, I'd like to have the option of {{Gemfire}} SPI, so I can use {{Gemfire}} and the infrastructure to orchestrate s-c-d data microservices. """""""
MDL,MDL-51579,New Feature,5,+1:module; +1:service,KEEP,,"""New Web Service get_course_module_by_instance""","""""""Return module information passing the module name and instance id"""""""
JRACLOUD,JRACLOUD-45543,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Allow Usage of REST API using email as Alternative""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45543].   {panel}  h5. Summary For Cloud instances, users can log in using both username and email. However, when using API, it always confuses user as they attempt to place the email as the username.  h5. Suggestion It would be great if we allow email address to be placed as username to access the REST APIs."""""""
MDL,MDL-51531,Task,5,+2:client library; +1:api,KEEP,,"""Upgrade google api php client to 1.1.4 for Moodle 3.0 release""","""""""Library Google APIs Client Library for PHP  Current version 1.1.2  Latest version 1.1.4  https://github.com/google/google-api-php-client"""""""
CONFCLOUD,CONFCLOUD-61110,Suggestion,5,+3:design pattern,KEEP,,"""External Designer Pattern""","""""""A UX design pattern for add-ons that provide their own full screen """"""""designer"""""""""""""""
MDL,MDL-51503,Improvement,5,+2:new api; +1:api,KEEP,,"""Improve enrol plugins interaction with enrol/index.php""","""""""The api to interact with enrol/index.php is pretty limited as it just returns an HTML string, this limits what we can do in enrol/index.php when muliple options are available. We had problems on MDL-50332 and MDL-47761 and the current behaviour is not specially usable. For example, when there are multiple enrol_self instances, some of them might not be available, in this enrol_self specific case, can_self_enrol returns true or an error string (which is neither optimal though) we should be abl"
BAM,BAM-16367,Suggestion,5,+2:integration; +1:api,KEEP,,"""Support Bitbucket Status API""","""""""Bitbucket's Status API seems to be just around the corner: https://bitbucket.org/site/master/issues/8548/better-ci-integration-add-a-build-status    This is a request for/question about Bamboo support for this."""""""
EVG,EVG-562,New Feature,5,+2:access control,KEEP,,"""provide access control for users on individual projects ""","""""""So that a user can be a superuser for a specific project exclusively. """""""
JRACLOUD,JRACLOUD-45485,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add more granularity to filter sharing in the REST API by allowing shared permissions to be set.""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45485].   {panel}  i.e. If you create a filter (/rest/api/2/filter) it sets the shared permission to the users default sharing permissions. You cannot set the permissions when you create the filter via the API.  You can set the /rest/api/2/filter/defaultShareScope to either Global or Private. Then create the filter which will"
CONFCLOUD,CONFCLOUD-39346,Suggestion,5,+2:rest api; +1:api,KEEP,,"""REST API insufficient.....""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-39346].   {panel}  I recognise that the REST API is targeted at replacing the XML-RPC API which is now deprecated. However the current state of REST API is far inferior to the XML=-RPC API and there appears little movement in improving it to bring its functionality to an equivalent level.   When flaws are found the XML-RP"
XD,XD-3495,Epic,5,+2:integration,KEEP,,"""Support for unit, integration and acceptance test coverage for SPIs""",
CONFCLOUD,CONFCLOUD-60803,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Clarify options for previewing macro body content""","""""""The Atlassian documentation doesn't explain clearly how to retrieve the body content of a Confluence macro in preview mode. It says :  """"""""If you use the {macro.id} in your URL, the REST api will not return the macro body during a preview request, because the page has not been saved yet. You can use the {output.type} parameter to detect whether the macro is rendered in preview mode and adapt the response accordingly.""""""""  But the tutorial doesn't explain how to adapt the response accordingly "
JRACLOUD,JRACLOUD-45460,Suggestion,5,+3:sso,KEEP,,"""As an Active User, I Want to Disable Email Notifications""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45460].   {panel}  h5. Summary This feature request is similar to JRA-2993 but for active users. Regardless of the respective notification scheme for projects I would like to be able to turn off all email notifications that JIRA sends out to active users. This feature is helpful when a user is e.g. on vacation or parental lea"
XD,XD-3481,Story,5,+3:microservice,KEEP,,"""Bind message properties to modules""","""""""As a s-c-s developer, I'd like to support XD-like features where modules bind to incoming messages via expressions or other mechanism, so I can bind message properties to every microservice modules. """""""
TISTUD,TISTUD-7714,Improvement,5,+3:architecture,KEEP,,"""Improve error alerts to guide in tracing and reporting them""","""""""When an error happens, the alert dialogs sometimes shows no information at all while at other times they have a button to view details. But even then they don't provide enough information to debug (see attachment).    So then the user jumps on the Q&A or contacts support and we have to ask them for all kinds of logs and stuff.    I don't know anything about the architecture but could improve these alerts in a way that they guide the user in tracing and possibly fixing the bug themselves or el"
MDL,MDL-51443,Task,5,+2:caching; +1:plugin,KEEP,,"""Improve/remove get_enrolled_sql db caching trick""","""""""Rajesh noticed that MDL-30157 was failing randomly, it is a race condition, get_enrolled_sql is checking (resuming) ue.timestart < time() instead of <=. I'm not sure why this is like this, but it might be intentional. I'm opening this issue to look at it and solving it if it should be fixed.    The dirty hack we introduced in MDL-30157 last commit could be removed after this.    Some other cases to review:  * https://tracker.moodle.org/browse/MDL-30157?focusedCommentId=371405&page=com.atlassi"
MDL,MDL-51439,Improvement,5,+2:authentication; +1:plugin,KEEP,,"""Log plugin enabling/disabling changes in config_log""","""""""Someone was having a hard time tracking down why an authentication plugin kept being disabled. There currently does not seem to be any type of logging of this activity. It might be nice to either log such activity as an event; however, since it does affect a change to the <USER>config table - at least in the case of an authentication plugin, I wondered if it would be a good idea to have it show up in the configlog report.     To accomplish this, at least for the authentication plugins, I thin"
JRACLOUD,JRACLOUD-45371,Suggestion,5,+2:rest api; +1:api,KEEP,,"""REST API issue metadata is not complete""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-45371].   {panel}  See my [question here|https://answers.atlassian.com/questions/22653271].  h1. Case 1 - Arrays (copied) Most of the standard custom fields that JIRA ships have meta data that says they are arrays with string values. That normally means you need to provide a JSON array of option ids. Cascade select is a odd c"
CONFCLOUD,CONFCLOUD-61237,Suggestion,5,+2:migration; +1:plugin,KEEP,,"""Spike Migration process to replace a P2 plugin with a Connect add-on""",
XD,XD-3470,Improvement,5,+3:kafka,KEEP,,"""Add maxWait property to set in kafka message bus""","""""""What is the functional justification for enforcing this validation on modules? Is it really necessary to enforce that the short description must start with a capitol letter and end with a period? Seems a bit unnecessary and opinionated to me.  Caused by: org.springframework.validation.BindException: org.springframework.validation.BeanPropertyBindingResult: 1 errors Field error in object 'info' on field 'shortDescription': rejected value [...snip...]; codes [Pattern.info.shortDescription,Patte"
BAM,BAM-16331,Suggestion,5,+2:authentication; +1:protocol,KEEP,,"""'SSH' transport protocol is support""","""""""h3. ***Summary***  SSH authentication is not available in Bamboo Cloud.  h3. ***Feature Request***  Support SSH transport protocol """""""
MDL,MDL-51371,New Feature,5,+1:module; +1:service,KEEP,,"""New Web Service core_course_get_course_module""","""""""core_course_get_course_module    Returns information about a course module (the user needs to have permission to view the module)    parameters: cmid - Course module id  returns: Module information (the information returned by get_coursemodule_from_id) including the section number    Note: Some private/sensitive information won't be returned if the user does not have the manageactivities capability at module level"""""""
FE,FE-5777,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add REST API for addPathToFisheyeProject""","""""""In the current FECRU REST API (https://docs.atlassian.com/fisheye-crucible/latest/wadl/fecru.html) I cannot find a method to add a repository to a project.    This has to be done by a form right now, which uses a form token. This makes it very hard to use programmatically.    Hence it would be nice to be able to have a repository resource under the projects resource, where we can POST or PUT repositories (as well as DELETE them)."""""""
CWD,CWD-4485,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add expand=password to GET /user to retrieve the password hash""","""""""As an authenticated consumer of the REST API, I would like to get the password hash of a user, for instance by adding {{expand=password}} to the {{GET /user}} query."""""""
CONFCLOUD,CONFCLOUD-39210,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Implement REST API call for changing avatar picture""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-39210].   {panel}  h3. Problem Create a REST API call to set the user profile image (avatar image).   h3. Workaround  Use addProfilePicture() in SOAP API"""""""
CONFCLOUD,CONFCLOUD-39042,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add movePage to REST API""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-39042].   {panel}  Methods movePage and movePageToTopLevel are available in XML/RPC API and are important for us to synchronize the hierarchy with Confluence. They are missing in the REST API.  Note that it's not enough to only change the parent of a page, the order of pages should be changeable too.  Please add correspon"
JSWSERVER,JSWSERVER-12518,Suggestion,5,+3:distributed,KEEP,,"""Zoom out function for Active Sprint View.""","""""""We use JIRA onDemand and have purchased the JIRA Agile add on - we love it but we do have one small niggle.    We understand that Scrum performs best when you have physical boards and co-located teams, we aren't in that position. We are globally distributed over multiple timezones and our team members perform their Daily Scrum via Skype or Google Hangouts etc and from experience it seems that many companies are doing the same thing - Scrum is going distributed.    One thing we  have realised "
JSWCLOUD,JSWCLOUD-12518,Suggestion,5,+3:distributed,KEEP,,"""Zoom out function for Active Sprint View.""","""""""We use JIRA onDemand and have purchased the JIRA Agile add on - we love it but we do have one small niggle.  We understand that Scrum performs best when you have physical boards and co-located teams, we aren't in that position. We are globally distributed over multiple timezones and our team members perform their Daily Scrum via Skype or Google Hangouts etc and from experience it seems that many companies are doing the same thing - Scrum is going distributed.  One thing we  have realised is t"
FE,FE-5774,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Expose users' avatars via REST API""","""""""Expose users' avatars via REST API similar to how it is exposed in JIRA (rest/api/2/user/avatar)"""""""
CONFCLOUD,CONFCLOUD-39007,Suggestion,5,+2:integration; +1:plugin,KEEP,,"""Gliffy Confluence Plugin 6.8.4 is ready for release in Cloud / OnDemand""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-39007].   {panel}  h3. Problem Definition  <USER>Confluence 6.8.4 is ready for deployment to Confluence Cloud but not yet deployed.  See here: https://marketplace.<USER>plugins/com.gliffy.integration.<USER>versions#b6360 .OBR available here: https://marketplace.<USER>download/plugins/com.gliffy.integration.<USER>version/6"
XD,XD-3453,Story,5,+2:async; +1:module,KEEP,,"""Speed up upload of Module Launcher jar""","""""""Upload of module launcher bits is slow because we do not take into account the CC cache. To fix this we need to use an async upload, and to somehow generate the SHA, etc, for the Module Launcher so that CC can pre-empt uploading all the bits every time."""""""
CONFCLOUD,CONFCLOUD-38981,Suggestion,5,+3:scalability,KEEP,,"""Option to Clear/Remove Previous Version (prevver) of Confluence Pages""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-38981].   {panel}  This feature is to allow users to purge the old history of previous version of Confluence pages (edits/prevver) for scalability."""""""
MDL,MDL-51268,New Feature,5,+1:plugin; +1:module,KEEP,,"""Create a video resource module""","""""""During the usability study, users were asked to add a video from YouTube to their course. This was one of the common tasks suggested by users when building up scenarios. There are a number of ways to achieve this using a URL resource, a label or a page. However, all participants looked for a resource called video to add the video.    A video resource could:  * be a more obvious way to add videos to courses;  * simplify the addition of videos;  * provide more control over how videos are added "
MDL,MDL-51256,Improvement,5,+2:overhaul; +1:interface,KEEP,,"""Completely overhaul messaging UI so it not so cumbersome and dated""","""""""In the usability study, people were struggling with the current interface for sending messages. It's looking quite dated. There is functionality included so that a list of users can be built up over time, but it looks like this functionality is more of a disadvantage than an advantage. It needs to be rehauled completely to look modern. The WHOLE messaging system. This could be an epic in itself.    Users tried to remove users form the list, and when there was a long list, this was cumbersome."
EVG,EVG-511,New Feature,5,+1:api; +1:module,KEEP,,"""""""set-module"""" in evergreen client binary should generate module diffs relative to the module's branch""","""""""Currently we do it against  which requires users to mess up their git repos so that the merge base is against the correct branch. Ideally the the tool could make a request using the patchId to the API Server, which would parse the config file at the main patch mergebase and use those modules to diff against.  """""""
JRACLOUD,JRACLOUD-44934,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add comment/attachment via REST API and specify the Created Date""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44934].   {panel}  h3. Summary Currently, the created date of a comment/attachment created via REST API will be based on when the REST call is performed.  h3. Suggestion Allow users to define the created date when specified."""""""
JRACLOUD,JRACLOUD-44924,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Add ability """"send email"""" when creating user via the REST API""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-44924].   {panel}  We've created an internal """"""""onboarding"""""""" tool that will create a new JIRA user among other things. It would be great if the REST API supported the sending of a """"""""Welcome"""""""" email that tells the user how to login and set their password (you can currently do this through the JIRA web UI)."""""""
XD,XD-3421,Story,5,+3:kafka,KEEP,,"""Create a Rabbit|Kafka Available Rule in s-c-s-m""","""""""Can take from previous implementation in XD/SI/Boot. Should have a way to enforce not skipping tests based on an environment variable.  Consider moving this coverage to SI """"""""commons"""""""" or equivalent. """""""
TISTUD,TISTUD-7678,New Feature,5,+2:integration,KEEP,,"""Integration of Apple WatchOS2 support in studio""","""""""Integrate Apple WatchOS2 app creation in studio.    """""""
