issue_key,issue_type,score,score_reason,review_action,review_note,summary,description
SERVER-15105,New Feature,7,+3:distributed; +1:database,KEEP,,"""Automatically re-balance shards/replica-sets, as you add/remove nodes, and allow multiplexing shards/replica-sets on the same node""","""""""In ElasticSearch, each """"""""index"""""""" (equivalent to a database in our parlance) is split across multiple """"""""shards"""""""", each of which holds a portion of the data. Shards can be either primary shards, or replica shards (redundant copies of the data).    When you create a ES index, you can specify both the number of shards, and the number of replicas to create. For example, the below will create a index called """"""""blogs"""""""", which has 3 shards, and 1 replica for each shard:    As you add and remove nodes from a cluster, ES will *transparently* handle re-balancing the shards, as well as re-creating replica-shards to maintain the specified number of replicas. ES will not put a primary shard and a replica for that primary shard on the same node - if you don't have enough nodes for it to re-balance properly, it will report the cluster status as degraded (e.g. yellow), until you add another node.    There is a description of the operational semantics in ES's [Life in a Cluster|http://www.elasticsearch.org/guide/en/elasticsearch/guide/current/distributed-cluster.html] document, as well as a discussion of it in Exploring ElasticSearch's [Advanced Topics|http://exploringelasticsearch.com/advanced_techniques.html#advanced-internals] chapter.    So from an operational point of view, it is much simple to manage adding/removing nodes, and changing the number of replicas versus in MongoDB.    Another advantage is that it makes it seamless to multiplex multiple shards onto one node. That is, ES will automatically arrange things so that each node will automatically contain both a primary shard, as well as replica shards for other primary shards:    !02-05_replicas.png!    Cassandra 2.0 does something similar using a replication factor, which is defined per keyspace, however, it's nowhere near as automated and transparent to the end-user as ES."""""""
SERVER-13888,New Feature,7,+3:scalability; +1:database,KEEP,,"""Add --initialDataFileSize startup parameter for MMAPv1""","""""""With --smallfiles (and other options that reduce file sizes), Mongo will still allocate 16MB per database by default. For some use cases*, this is still way too big. By simply editing some hardcoded constants in the source code, I was able to reduce the default database size to a few kilobytes with no apparent loss of functionality. See:    https://github.com/kentonv/mongo/commit/14f391a000134e5d9d65bb14a6110e5a5b0be61d    Obviously, this patch is not suitable for merging. A real patch should be gated on a command-line flag. I would be happy to work on one, but would like direction from the Mongo team. Would a patch to add a new flag (--reallysmallfiles?) be accepted? Are there any glaring problems with the way I've approached this? How do you advise I move forward?    * My use case is sandstorm.io. Sandstorm is a platform for personal cloud apps. Each app instance runs in a sandbox, and the intent is that instances should be extremely fine-grained -- e.g. when you use Etherpad on Sandstorm, each document runs in an independent Sandbox with its own server process and database. We only run an instance's server while it is in-use, which makes this level of granularity practical -- as long as the storage footprint is appropriate.    Unsurprisingly, several Sandstorm apps use MongoDB. We ran into a problem where instances of these apps were taking up lots of disk space, even though each instance stored very little actual data. People would create a TODO list with ten items and it would end up being 16MB on disk -- 10,000x what was actually needed.    Obviously, this isn't the use case MongoDB was intended to cover. Mongo is for huMONGOus data sets. However, in practice there are many reasons to choose Mongo other than scalability, and this can result in Mongo being used on very small data sets. E.g. any app that chooses to use Meteor (an excellent choice for a Sandstorm app) will probably use Mongo just because they integrate well. The problem was corrected when we asked developers to substitute my patched mongod, but that's a fairly high-maintenance solution for us as more developers come online."""""""
SERVER-12322,New Feature,7,+1:interface; +1:database; +1:service; +1:component,KEEP,,"""Support user-definable MongoDB Cluster Name""","""""""Add MongoDB sharded clusters to the current set of supported, user-definable “named resources” and components (these currently include replicasets, databases, collections, roles, etc.)  This allows private cloud providers to enable users with a specific named resource, in this case a cluster by name, while abstracting the user from the components that comprise a dynamically managed and provisioned cluster.    Most relational databases provide such a concept using a combination of administration, CLI and tool support, internal database service awareness of cluster changes, and meta-management .    There is also a concept of providing external awareness of cluster name and component structure via existing directory or service-based resources.  For example, PostGres provides this via service names, which can be used in the connection string and tied to an external look-up via LDAP.   Requirement – phase 1  • Support user-definable cluster names as “named resources” in the same/similar way other resources (replicasets, databases, collections, users, etc.) are supported. • Cluster will be aware of its cluster name. • User/clients should only interact/connect with the cluster name.  The database service should maintain the cluster host:port list and ensure that changes are propagated with little/no effect on existing users or connections.   • CLI should provide interface to query and return topology/inventory and status of a specified cluster name (lookup key).   o MongoS nodes – top level o Would be helpful to also return shard/mongod/config server information below the mongos nodes o State of the cluster as failures/configuration changes occur  Requirement – phase 2 (this should spawn a separate, linked SERVER ticket)  Enable MongoDB cluster name and underlying inventories to be “advertised” and accessed via external look-up directory services (such as LDAP, Zookeeper, etc.)  • The primary use case is to enable external access to cluster status and topology changes without connecting directly to MongoDB.  This enables informed connections to cluster inventory components for monitoring, maintenance, availability  """""""
SERVER-12143,Improvement,7,+2:authentication; +2:authorization; +1:api,KEEP,,"""Make some unauthenticated commands require auth""","""""""There are currently 19 commands that do not require authentication. Several of these commands has no use case before an successful authentication has been performed.     To reduce the unauthenticated API surface without introducing any complexity into the auth system we should introduce commands that require authentication but not authorization.    The following commands should only be runnable after a successful authentication (with any user, even a user with no roles):  availableQueryOptions, buildinfo, copydbgetnonce, features, forceerror, getoptime, isdbgrid, isMaster*, listCommands, logout, whatsmyuri    *isMaster is used by several drivers before performing any authentication so this change will require driver adoption.    The following commands should be kept as they are:  _isSelf, authenticate, connectionStatus, getLastError, getnonce, getPrevError, ping, resetError"""""""
SERVER-12067,Task,7,+2:authorization; +2:access control; +1:database,KEEP,,"""copydb command fails with 2.6 authorization with local source""","""""""If copydb is used to copy from one database to another on the same machine and access control is enabled, it will fail every time with the error: """""""
SERVER-6748,New Feature,7,+3:distributed; +1:database,KEEP,,"""linux kernel memory management strategy on mmapped MongoDataFiles (readahead) controllable from shell with madvise command per DB""","""""""Scenario: - 4G memory - Single MongoDB instance on Amazon EC2 - EBS 1000 iops provisioned - Big collection with tens of gigabytes of ~4K documents, only with the default _id index on it - Completely random (uniformly distributed _id-s) queries by _id  In this scenario, I measured the following: - Almost every query causes a pagefault - One query should cause at most two pagefaults because of the 4K pagesize, and the ~4k docsize BUT - Kernel uses readahead by default on pagefaults, especially when MADV_SEQUENTIAL advice was given This means a lot more read on the storage than it would be needed. On Amazon EBS on single connection and single mongo instance I was able to query documents with ~1.5MB/sec net, while I had ~40MB/sec on the EBS storage.  I made a little patch which makes it possible to set one of the MADV_SEQUENTIAL, MADV_NORMAL or MADV_RANDOM flags on a given database's mmapped MongoDataFiles. When I set the MADV_RANDOM with db.$cmd.findOne({madvise: """"""""RANDOM"""""""" }); I was able to query with ~3MB/sec net, while I had only ~4MB/sec on the EBS storage. That was a big improvement in my case.  I thought it worths to share this patch, if anybody ever has the same problem, it could help, or could be a good starting point.  I tested it only on Ubuntu x86_64 for 1-2 hours, so care must be taken :)"""""""
SERVER-6235,New Feature,7,+2:migration; +2:throttle,KEEP,,"""Add command line option to throttle deletes from migrations""","""""""Deleting documents off the donor shard at the end of a migration can create heavy load in some cases.  This option will allow the user to lessen that impact at the expense of having every migration take longer to complete."""""""
SERVER-5848,Improvement,7,+2:indexing; +2:refactor; +1:interface,KEEP,,"""Refactor IndexType suitability() method to take a FieldRangeSetPair""","""""""Background:  When mongo runs a query (or count, update, etc...) the query optimizer will iterate over all indexes in the collection and check each to see if a query plan using that index should be considered to evaluate the query.  There are two steps in the process:  1) The index's IndexSpec is checked for its """"""""suitability.""""""""  If suitability() is USELESS, the index will be ignored, otherwise the implementation proceeds to step #2.  For non btree indexes, IndexSpec::suitability() will delegate to IndexType::suitability().  This allows non btree index types to implement their own suitability behaviors (there is a different IndexType implementation per type of index).  For example, 2d indexes and hashed indexes implement custom suitability methods.  2) The query optimizer creates a QueryPlan based on the query and index.  This QueryPlan has a """"""""utility"""""""" which currently implements more precise checks than IndexSpec::suiitability().  Depending on the """"""""utility"""""""" values for the different candidate QueryPlans, one or more of these QueryPlans will be put in a QueryPlanSet and used to execute the query.  Functional Overview:  This ticket represents changing the suitability() interface function from:    to    A FieldRangeSet is a representation of a parsed query that describes the bounds on all query <USER>suitable for indexing.  Passing this representation to suitability() allows the different suitability() implementations to access this index bound information without re-parsing the query.  A FieldRangeSet also normalizes the information about a query that is pertinent in this context, for example { a:1 } and { $and:[ { a:1 } ] } produce the same FieldRangeSet.  The primary functional change is that passing a FieldRangeSet instead of a bson query allows the hash index implementation to utilize queries consisting of a set of equality values (for example, { a:{ $in:[ 1, 2 ] } }) which was not possible previously.  (Previously, the 'query' parameter passed to suitability() was a simplified form of the original query and not precise enough for the hashed index implementation to identify such cases.)  Aside from this primary functional change, the different IndexType::suitability() implementations have been updated.  In addition the IndexSpec::_suitability() implementation (for btree indexes) has been updated and its behavior changed slightly as described in the comment preceding the new code.  Also, the code that passes arguments to suitability() has been updated slightly.  It may be worth testing the updated suitability() implementations as part of the qa effort.  <USER> -----------------------------  The IndexType suitability() method should takes an already parsed query, instead of a raw query.  This will save the cost of re-parsing complicated queries for every candidate index. For our purposes, a parsed query is represented as a """"""""FieldRangeSetPair,"""""""" so the input to suitability() should be one of these instead of a BSONObj.    This will also fix a problem with hashed indexes not being used for certain queries (like $in queries) due to the suitability method being passed an oversimplified query.  """""""
SERVER-5314,Improvement,7,+2:authentication; +1:interface; +1:database; +1:service,KEEP,,"""Ability to su from users in admin database""","""""""It would be useful for a connection authenticated as a user in the admin database to be able to su to any other user in the mongod process, then somehow exit from that context and become the admin user again.    User Stories:   * As a DBA, I want to create """"""""super"""""""" user privileges/roles that cannot be used for authentication/logins, but _can_ in turn be granted to individial users/roles. Then when those users need to they can execute an individual command as this elevated user/role. This way we have protection against mistakes made in sessions with elevated privileges, and each individual action is audited as such – user:matt executed:db.adminCommand(...) as:super1 at:<UTC time> – so that no security visibility and auditing information is lost.   * As a DB admin UI provider, the admin interface itself will need elevated global privileges in order to service all of the UI users. However, when an individual UI user executes an action via the UI I want to execute the resulting backed database command(s) as that (mapped) user.     Competitor examples:   * [https://docs.microsoft.com/en-us/sql/t-sql/statements/execute-as-transact-sql]"""""""
SERVER-4268,New Feature,7,+2:authentication; +2:migration,KEEP,,"""Authentication Should Support An 'Opportunistic Mode' For Easy Migration""","""""""The current authentication model appears to be """"""""all or nothing"""""""".  Requiring that all nodes be taken down and restarted all at once is unacceptable for production environments.  Many systems support an 'opportunistic' security mode for migration purposes.  (see postfix re: TLS)  In this mode, the higher security method is used if it is available, but the less secure (backward compatible) mode will be used if the high security mode is unavailable.  This 'opportunistic' setting can be used during migration. (each secondary upgraded, and finally the primary upgraded...  no downtime)  After all nodes support security, you can migrate to a 'required' mode to enforce that any new nodes that come up use the now necessary security methods."""""""
SERVER-3055,Improvement,7,+3:distributed; +1:api; +1:framework,KEEP,,"""MapReduce Performance very slow compared to Hadoop""","""""""I have run into a dilemma with MongoDB.  We have been performing some MapReduce benchmarks against Hadoop and have found MongoDB to be a lot slower than Hadoop (65 minutes vs 2 minutes for a CPU-intensive MapReduce job that basically breaks up strings and computes word counts on large number of email texts (about 974 MB worth).  I sharded the collection across 3 servers and verified that it did get evenly distributed after using db.printShardingStatus(); there are 7/8/7 chunks on the 3 shards. And the collection is indexed.  Basically we have a couple questions:      Is there any alternative to using JavaScript for the Map and Reduce functions from the Java API?  We think that the JavaScript may be slowing things down a lot.     Are there other overhead threads running that can be or should be disabled to speed up the MapReduce performance?  It just seems that this should execute a lot faster.  Thank you for any help, <USER> <USER>s response to this was:  """"""""These results aren't surprising. You're right that the JavaScript engine is slow (and single-threaded). We're upgrading to V8, which may help somewhat, but it still won't be as fast as, say, Hadoop.  MongoDB 2.0 will have a different, improved aggregation framework that doesn't use JS. That will greatly improve aggregation for a lot of use cases. I'd recommend that you create a JIRA issue for this use case so that we can track interest and make sure that the new framework can support it.""""""""  So this is my JIRA ticket. Please let me know if I can provide further details. Thank you.    <EMAIL>  """""""
SERVER-3047,Improvement,7,+3:distributed; +2:refactor,KEEP,,"""remove legacy logic from distributed locks, refactor""","""""""The legacy logic was useful for comparing the current lock's behavior to the old lock, but now being tested the new locking behavior seems stable.  Removing the legacy logic would help clean up the codepaths (since they aren't used except for testing) and avoid bugs."""""""
SERVER-648,New Feature,7,+2:access control; +1:interface; +1:database,KEEP,,"""document level access control""","""""""Access control to the documents in the system would be very helpful. What is done on my current project is to implement an interface that is called during all database operations and returns a boolean to indicate whether or not the document should be included in the result set. We have added some attributes/<USER>to the document to specify who should be able to access it, and we run through some business rules (ie. admin vs normal user, group belonged to etc.) to determine access.   The backend that we use currently provided the hook for us via the java interface for us to implement, and it is simple and effective. I can't see an application layer where munging of the queries or doing sub queries to be as clean or error free."""""""
SERVER-51436,Improvement,6,+2:integration; +2:refactor,KEEP,,"""refactor the lideps typeinfo actions after ninja supports list actions""","""""""The libdeps typeinfo checking mechanism relies on list action to perform a check after the library is built. Ninja does not support list actions, and so some workarounds have to be used to get ninja to be useable for this type of build.         Ideally if ninja support list actions, then the workarounds in place from SERVER-49798 can be removed and a better libdeps integration can be implemented."""""""
SERVER-51327,Task,6,+3:architecture; +1:api,KEEP,,"""Architecture Guide updates for Support New Stable API Version""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-51196,New Feature,6,+2:integration; +1:api,KEEP,,"""Add """"errorMessage"""" field to failCommand failpoint and ability to toggle error code""","""""""Error handling in drivers currently relies on message substring checks for """"""""not master"""""""" and """"""""node is recovering"""""""". It is used to help determine whether an error is a server state change error [per SDAM|https://github.com/mongodb/specifications/blob/master/source/server-discovery-and-monitoring/server-discovery-and-monitoring.rst#not-master-and-node-is-recovering], or if it is a retryable read / write error. We intend to remove those checks in DRIVERS-1152, but we are unable to test it with our existing SDAM integration test runner. The test runner uses the failCommand failpoint to simulate errors. But failCommand responses have a fixed errmsg: """"""""Failing command due to 'failCommand' failpoint"""""""", so we cannot check the substring matching behavior.    If possible, could the failCommand arguments have an additional errorMessage field to overwrite or append to the returned errmsg? Here is an example API proposal:      Secondly, drivers error handling checks for the presence of an error code. Older MongoDB servers may not return an error code in all cases. Would it be possible to make {{errorCode}} optional so we can test the omission of an error code?"""""""
SERVER-50908,Improvement,6,+2:migration; +2:rework,KEEP,,"""Investigate if ShardNotFound special-case handling in migration recovery can be avoided""","""""""In the ShardRegistry rewrite on SERVER-46202, it was necessary to add special-case handling for ShardNotFound errors to migration recovery ([here|https://github.com/mongodb/mongo/blob/a8913858697/src/mongo/db/s/migration_coordinator.cpp#L238-L263] and [here|https://github.com/mongodb/mongo/blob/a8913858697/src/mongo/db/s/migration_util.cpp#L682-L695], for when the recipient shard has been removed).  We should investigate if it's possible to rework this interaction so that this special case isn't needed."""""""
SERVER-50856,Task,6,+3:distributed; +1:component,KEEP,,"""Dump All Logs After Recording a Failure""","""""""It would be useful for distributed use cases to dump all sharding or repl logs when a test fails and a recording is generated.    The dumped logs should follow a similar format to the real-time logs, where logs from all processes in the relevant processes are logged in chronological order. There also needs to be clear indication that they are retroactively applied.    This ticket will add retro logging for all logs with the replication component and will be set in a new resmoke logging configuration file (in resmokeconfig/loggers). the """"""""replica_sets"""""""". suite will be updated to use the new logging configuration and work to add logging to remaining DS suites will be ticketed out after this ticket is code complete."""""""
SERVER-50480,New Feature,6,+3:architecture,KEEP,,"""No Mongo package for Amazon Linux 2 new ARM Architecture""","""""""Seems there is some support for ARM in Ubuntu but not the new Amazon Linux 2 ARMs.  Is there a plan to support ARM in AWS? [https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/] """""""
SERVER-50342,New Feature,6,+2:asynchronous; +1:interface,KEEP,,"""Make version of Shard::runCommand that returns a future""","""""""The current Shard::runCommand function is blocking, which means that clients who need to contact a shard in an asynchronous fashion are required to implement retry logic on their own. It would be good to have an asynchronous version of runCommand that appropriately handles retry logic. The implementation may be a free function rather than part of the Shard interface if it is more convenient."""""""
SERVER-50260,Task,6,+3:architecture; +1:service,KEEP,,"""Architecture Guide updates for Service Arch FY2021Q4 Quick Wins""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-50066,Task,6,+2:migration; +1:interface; +1:service,KEEP,,"""Rehost tenant migration donor's logic on Primary-Only Service""","""""""Most of the [external interface for PrimaryOnlyService|https://github.com/mongodb/mongo/blob/master/src/mongo/db/repl/primary_only_service.h] has now been committed.    This ticket is to rehost the donor's logic onto a [PrimaryOnlyService::TypedInstance|https://github.com/mongodb/mongo/blob/d57c783b60d548c3173058d70343537b6df6c1e9/src/mongo/db/repl/primary_only_service.h#L115].    See this unit test that has [example|https://github.com/mongodb/mongo/blob/d57c783b60d548c3173058d70343537b6df6c1e9/src/mongo/db/repl/primary_only_service_test.cpp#L68-L88] of extending PrimaryOnlyService::TypedInstance.    CC [~<USER>, [~<USER>, [~<USER>    Edit: This ticket will need to create a class for the donor that extends PrimaryOnlyService::TypedInstance. We have also been talking about putting the donor's logic directly in the TenantMigrationAccessBlocker so that the migration's state does not need to be passed around in a 'donorStateDoc'. So, it would be convenient to use this ticket to move the donor's logic into TenantMigrationAccessBlocker (renaming it to """"""""TenantMigrationDonor"""""""") and making this the class that extends PrimaryOnlyService::TypedInstance."""""""
SERVER-49929,New Feature,6,+3:architecture,KEEP,,"""Policy for placing system collections in admin or config DB""","""""""The """"""""admin"""""""" and """"""""config"""""""" databases each contain a handful of system collections, holding replica set or sharding state. I think the admin and config DBs were historically distinguished by different locking rules, but these days there is no rationale for keeping them separate.    Let's consider merging them. However, it seems likely that merging them is more difficult than it's worth. In that case, let's add to the Replication Architecture Guide some information about these two databases, and a policy for where new system collections are placed as we develop new features in the future."""""""
SERVER-49665,Task,6,+3:architecture; +1:service,KEEP,,"""Architecture Guide Updates for Add and expose metrics for sharding advisor service""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-49655,Task,6,+3:architecture; +1:api,KEEP,,"""Architecture Guide Updates for Versioned MongoDB API""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-49616,Task,6,+3:architecture; +1:api,KEEP,,"""Architecture Guide Updates for API version testing""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-49543,Task,6,+3:architecture; +1:protocol,KEEP,,"""Architecture Guide updates for Spike: QUIC as a wire protocol""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-49497,New Feature,6,+3:architecture,KEEP,,"""Document new unique error code scheme""","""""""We added a new log id scheme during logv2 described [here|https://github.com/mongodb/mongo/blob/6f78f65/src/mongo/logv2/README.md#basic-usage]. However, log ids and error codes follow the same pattern internally and can also use this scheme. We should officially endorse this scheme in the exception architecture doc [here|https://github.com/mongodb/mongo/blob/0b8dd29/docs/exception_architecture.md]. It should be part of a new section to explicitly describes the process of choosing appropriate error codes."""""""
SERVER-49477,Task,6,+3:architecture; +1:api,KEEP,,"""Architecture Guide updates for Internal transactions API""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-49353,Improvement,6,+2:refactor; +1:api; +1:component,KEEP,,"""Refactor VectorClock's protected API""","""""""Currently VectorClock/VectorClockMutable provide pure virtual methods that are implemented in concrete classes by calling back into VectorClock/VectorClockMutable methods for the necessary Components.  (eg. gossipOut calls one of gossipOutInternal or gossipOutExternal, which is implemented in the concrete classes by calling _gossipOutComponent).  This provides a lot of flexibility that isn't really needed, at the cost of a confusing call chain and overly excessive use of protected methods.    Better would be for the pure virtual methods to return an indication of which Components should be gossiped/ticked/persisted, with the base class then doing the appropriate operations on those Components.  This will allow _gossipOutComponent et al to be private, rather than protected.  The obvious choices for how the concrete classes should indicate which Components are relevant are {{std::vector<Component>}} or {{ComponentArray<bool>}}."""""""
SERVER-49173,Task,6,+2:integration; +1:database; +1:service,KEEP,,"""Add function for the donor's """"data sync"""" state and make donorStartMigration call the function""","""""""This ticket is to:   * Add a file migrating_tenant_donor_util.\{h, cpp} to the serveronly_repl library   * Add a function getTenantMigrationExecutor() to the file that returns a ThreadPoolTaskExecutor (see [example|https://github.com/mongodb/mongo/blob/d30e75e8455cf5954881ce63e8c62cb395273358/src/mongo/db/mongod_main.cpp#L930-L944]). (This method of generating an executor is temporary and will be changed once we move the donor functions onto a Primary-Only Service.)   * In the new file, add a free function """"""""dataSync"""""""" that takes an OperationContext* and the donor's IDL type as an argument and does the following:   ** Send recipientSyncData to the recipient until success (it's ok if this is implemented as a TODO comment for now and a separate ticket is filed for it)   ** Create a MigratingTenantAccessBlocker (passing in an executor made using getTenantMigrationExecutor()) and call startBlockingWrites on it, then add() it to MigratingTenantAccessBlockerByPrefix with the database prefix     * Call the free function from the donorStartMigration command.    Add an integration test that calls donorStartMigration and uses serverStatus to check that the MigratingTenantAccessBlocker got added to the MigratingTenantAccessBlockerByPrefix and is in the """"""""blockWrites"""""""" state.     """""""
SERVER-49149,Task,6,+3:api versioning; +1:api,KEEP,,"""Add test coverage for configurations with delta oplog entries disabled""","""""""4.6 will introduce a new style of """"""""delta"""""""" oplog entries used for updates. Since we may have to disable this functionality by default (in order to adhere to API versioning), we should make sure we have test coverage both for configurations with the default on and the default off.    How we achieve this is to be decided. One option would be to add passthroughs for core/ and replsets/ which set the flag. We may also want to change some of the generational fuzzers."""""""
SERVER-49108,New Feature,6,+2:async; +1:api,KEEP,,"""Convert buildInfo command to async implementation""","""""""{{buildInfo}} is implemented [here|https://github.com/mongodb/mongo/blob/e3948d4d8817579b6b03618e64e1b9e8cc2ef086/src/mongo/db/commands/dbcommands.cpp#L767-L802] and [here|https://github.com/mongodb/mongo/blob/eae31861e0f813f0099e1d490c4a622d75cd5a08/src/mongo/s/commands/cluster_build_info.cpp#L40-L73]. The body of both {{run()}} functions write static data into a {{BSONObj}}. This makes {{buildInfo}} uniquely simple to convert to the async Command API. We merely do the write and fulfill a promise on a background thread or an unbounded global executor. This allows us to continue onto the networking sink on thread. In a fully async context, this would have three execution contexts:  - Source and parse on a networking reactor  - Write and sink on a command executor  - Clean up on the client executor"""""""
SERVER-49057,Task,6,+3:architecture; +1:framework,KEEP,,"""Architecture Guide updates for Support Apple Network Framework on MacOS""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-48750,Task,6,+2:asynchronous; +2:async,KEEP,,"""Document Server-Internal Asynchronous Execution""","""""""We have a number of classes that allow for async execution, sometimes involving networking. All of these live in src/mongo/executor and src/mongo/util.    Notable classes include:  - NetworkInterfaceThreadPool  - ThreadPoolTaskExecutor  - TaskExecutor  - ScopedTaskExecutor  - ProducerConsumerQueue  - ThreadPool  - OutOfLineExecutor    We probably at least want to address these topics:  - Deferred Execution with OutOfLineExecutors.  - Network Async with TaskExecutors.  - Shared Queues (both in the TaskExecutor sense and the ProducerConsumerQueue sense).    Since this spans several directories, we should make a new markdown in the docs folder. This is intended to be abstract documentation, describe relationships and state transitions not code in common language."""""""
SERVER-48724,Task,6,+3:multi-tenant; +1:database,KEEP,,"""Verify in TLA+ resumability concerns around multi-tenant migrations data syncs""","""""""Extend Initial Sync Missing Document TLA+ Spec to confirm resumability semantics will not miss documents  Confirm reading with readConcern: majority with database, collection, and document ordering, and changing sync sources, as specified in design leads to a consistent sync  See SERVER-42022 for old missing document fetching behavior removal."""""""
SERVER-48690,Task,6,+3:architecture; +1:api,KEEP,,"""Architecture Guide updates for Storage API Improvements for SBE""","""""""Please investigate if this project requires changes to the architecture guide."""""""
SERVER-48446,Improvement,6,+2:migration; +2:async,KEEP,,"""Make donor shard's secondary pre-emptively refresh filtering cache asynchronously""","""""""When secondaries perform refreshes today, it calls _flushRoutingTableCacheUpdates, waits for primary to refresh and the primary cache loader to write the new diffs to config.cache.chunks, wait for those writes to be replicated and then read the newly updated config.cache.chunks. However, this is not necessary in the donor shard since it already did the refresh as part of the migration.    The proposal is:  1. Update the config.cache.collection with the new shard version whenever donor shard successfully commits migration.  2. Intercept the update in the secondary and trigger an async task to preemptively reload without calling _flushRoutingTableCacheUpdates."""""""
SERVER-48307,Task,6,+3:distributed; +1:api,KEEP,,"""Transactions that write to exactly one shard and read from one or more other shards may incorrectly indicate failure on retry after successful commit""","""""""   {panel:title=Issue Status as of May 25, 2020|borderColor=#cccccc|titleBGColor=#6cb33f|bgColor=#eeeeee}  *ISSUE SUMMARY*   Distributed transactions which write to document(s) on exactly one shard and read document(s) from at least one other shard may execute more than once in the presence of a primary failover.    *This issue does not affect multi-document transactions involving a single shard or that write to multiple shards*.    When a client attempts to commit a multi-document transaction, the driver receives one of the following responses to the commitTransaction command:   # The transaction has definitively committed.   # The transaction has definitively aborted.   # It is unknown whether the transaction has committed or aborted.    Clients using either [driver’s callback transactions API|https://docs.mongodb.com/manual/core/transactions-in-applications/#txn-callback-api] or [driver’s core transactions API|https://docs.mongodb.com/manual/core/transactions-in-applications/#core-api] would automatically retry the commitTransaction command to learn the definitive result of the transaction.    Due to a bug in the router, the driver may be wrongly told “the transaction has definitely aborted and its operation should be automatically retried in a new transaction,” when the transaction has successfully been committed. This bug manifests when the {{commitTransaction}} command must be retried to learn the definitive result of the transaction and a primary failover has occurred in the intervening time on one of the shards that document(s) were only read from.    *USER IMPACT*   Distributed transactions which write to document(s) on exactly one shard and read document(s) from at least one other shard may execute more than once.    *AFFECTED VERSIONS*   This affects 4.2.7 and earlier versions of 4.2.    *FIX VERSION*   The fix will be included in 4.4.0 and 4.2.8.  {panel}"""""""
SERVER-48174,Task,6,+2:migration; +1:protocol; +1:component,KEEP,,"""Add log component and LOGV2 messages in server to measure latency of migration protocol stages""","""""""Instrument the C++ code to measure:    total latency = majority commit wait on recipient                    (1)                        + migration commit                                               (2)                        + post-migration commit refresh on the shard   (3)                        + post-migration commit refresh on the router  (4)                        + unnamed portion of operation latency             (5)"""""""
