project,issue_key,issue_type,design_score,confidence_tier,n_reason,summary,description
JRASERVER,JRASERVER-71193,Bug,0,1,bug_type+score_0,"""Dashboard not editable if the user does not belongs to all the groups in the Viewers field""","""""""h3. Issue Summary  If a user is granted the Edit permission of a dashboard but is not in all of the groups added to the View permission, the user is not able to edit the dashboard.     h3. Steps to Reproduce  # Create 2 groups (GroupA and GroupB)  # Create 2 users (User1 and User2)  # Add User1 into both groups  # Add User2 into GroupB only  # Grant GroupA and GroupB as _Viewers_ in a dashboard  # Grant single user User1 and User2 as _Editors_ in the same dashboard  # Login as User1 and edit the dashboard   # In another browser, login as User2 and edit the dashboard    h3. Expected Results  Both User1 and User2 are able to edit the dashboard    h3. Actual Results  Only User1 can edit the dashboard. The Edit, Share and Delete dashboard functionality is hidden from User2    h3. Workaround  Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71195,Bug,0,1,bug_type+score_0,"""BulkEdit Progression screen showing more than the limit of 1000 issues""","""""""h3. Issue Summary  Jira is respecting the limit of 1000 when using BulkEdit. Running a JQL  search on the edited issue returns 1000.   !BulkEdit2.png|thumbnail!    But during the BullEdit the progression screen is wrongly  showing more than 1000 issues in this case 1438 see attached screenshot   (i) The BulkEdit functionality is not affected but it is confusing for the users    h3. Steps to Reproduce   # Use BulkEdit and select 1000 issues   # Follow the BulkEdit steps   !BulkEdit1.pmg.png|thumbnail!    # The progression screen show more than 1000 issues being edited     h3. Expected Results  The BulkEdit progression screen displays  the exact number of the edited issues    h3. Actual Results  The BulkEdit progression screen display a number higher than the limit   !Bulk-Edit-progression-screen.JPG|thumbnail!     h3. Workaround  Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71198,Bug,0,1,bug_type+score_0,"""Man-in-the-middle in Jira email client - CVE-2020-14168""","""""""The email client in Jira Server and Data Center allows remote attackers to access outgoing emails between a Jira instance and the SMTP server via man-in-the-middle (MITM) vulnerability    *Affected versions:*   * version < 7.13.14   * 8.5.0 ≤ version < 8.5.5   * 8.8.0 ≤ version < 8.8.2   * 8.9.0 ≤ version < 8.9.1    *Fixed versions:*   * 7.13.16   * 8.5.7   * 8.8.2   * 8.9.1   * 8.10.0"""""""
JRASERVER,JRASERVER-71207,Bug,0,1,bug_type+score_0,"""Issue web link with underscore is not considered valid""","""""""h3. Issue Summary    The underscore is a valid and unreserved character as per the [RFC 3986|http://tools.ietf.org/html/rfc3986], section 2.3, but Jira shows an error instead.    !image-2020-06-19-16-18-16-910.png|width=525,height=242!    Ideally, Jira should accept any valid characters.  h3. Steps to Reproduce   # Navigate to an issue;   # Click More > Link;   # Select Web Link;   # Enter a URL containing an underscore and any Link Text;   # Click Create.    h3. Expected Results    The URL should be linked successfully.  h3. Actual Results    The error message is shown:         h3. Workaround    Utilize the IP address instead, or add a DNS entry utilizing only alphanumeric and hyphens."""""""
JRASERVER,JRASERVER-71213,Bug,0,1,bug_type+score_0,"""Scrum board showing move to done button when filtering by fix version""","""""""h3. Issue Summary  Story with status """"""""done"""""""" and with all subtasks also """"""""done"""""""" is showing the """"""""move to done"""""""" button when the fix version is part of the filter used.    h3. Steps to Reproduce  # Create a project area SCRUM  # Create a story and a subtask.  # Define 2 releases: release1 already released, release2 unreleased  # Create a new board """"""""unreleased"""""""" for project area SCRUM using the filter:    # Set both story and subtask to release2  # Open the default board and observe the results: Story and subtask listed, no """"""""move to done"""""""" button presented.  # Open the board """"""""unreleased"""""""" and observe the results: Story and subtask listed, no """"""""move to done"""""""" button presented.  # Now, change the story to release1   # Refresh the default board and observe the results: Story and subtask listed, no """"""""move to done"""""""" button presented.  # Refresh the board """"""""unreleased"""""""" and observe the results    h3. Expected Results  Story and subtask listed, no """"""""move to done"""""""" button presented.    h3. Actual Results  Story and subtask listed but the button """"""""move to done"""""""" is presented.    h3. Workaround  * Remove the fixversion from the filter  or  * Set fixversion to a released version, thus both story and subtask will not more be presented at the board  """""""
JRASERVER,JRASERVER-71221,Bug,0,1,bug_type+score_0,"""Upgrade Apache Tomcat 8.5.50 - version affected by CVE-2020-9484""","""""""h3. Issue Summary    The recently [disclosed vulnerability regarding Tomcat|https://nvd.nist.gov/vuln/detail/CVE-2020-9484] affects the following versions:        Apache Tomcat 7x <7.0.103      Apache Tomcat 8x <8.5.54      Apache Tomcat 9x <9.0.34      Apache Tomcat 10x < 10.0.0-M4    We should bundle a more recent version of Tomcat, so that Jira is not affected by this in the future.    h3. Steps to Reproduce    * Check the CVE [report|https://nvd.nist.gov/vuln/detail/CVE-2020-9484].      h3. Expected Results    * Not applicable.    h3. Actual Results    * Not applicable.    h3. Workaround    * Manually upgrade Tomcat according to our [documentation|https://confluence.atlassian.com/jirakb/how-to-upgrade-apache-tomcat-version-used-by-jira-879957866.html]."""""""
JRASERVER,JRASERVER-71222,Bug,0,1,bug_type+score_0,"""""""Watchers"""" field(or the number of watchers) is not being updated properly in jira dashboards""","""""""h3. Issue Summary    """"""""Watchers"""""""" field(or the number of watchers) is not being updated properly in Jira dashboards  h3. Steps to Reproduce   # Create a new dashboard and add a gadget """"""""Assigned to me"""""""" or """"""""watched issues"""""""".   # Now add the """"""""watchers"""""""" field and sort it based in watchers   # the dashboard should display the exact number of watchers.    h3. Expected Results    The dashboard should display the exact number of watchers.  h3. Actual Results    But the number is not being updated properly even after 15 minutes of refreshing the dashboard.  h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71227,Bug,0,1,bug_type+score_0,"""Clarify documentation for using self signed SSL certificates on Jira Server Mobile App""","""""""h3. Issue Summary  The documentation for [Jira Server Mobile App|https://confluence.atlassian.com/jirasoftwareserver/jira-server-mobile-app-966063511.html] mentions the following:  {quote}  If your Jira instance is configured to use SSL, you will not be able to log in on the app if:  * your certificate is self signed  {quote}   And then provides a linked KB to install the certificate on your device.  h3. Steps to Reproduce  # Review the [Jira Server Mobile App|https://confluence.atlassian.com/jirasoftwareserver/jira-server-mobile-app-966063511.html] documentation.    h3. Expected Results  The documentation would be more clear -- for example:  {quote}  you will not be able to log in on the app if:  * your certificate is self signed and hasn't been installed on the device.  {quote}     h3. Actual Results  The section is not quite clear on what conditions a self signed certificate will work.    h3. Workaround     Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71230,Bug,0,1,bug_type+score_0,"""Update documentation to include edit permissions for shared dashboards""","""""""h3. Issue Summary    In the [Managing shared dashboards|https://confluence.atlassian.com/adminjiraserver/managing-shared-dashboards-938847879.html] documentation, it indicates that shared dashboards can only be edited by the owner:  {quote}  A shared dashboard can only be edited by the shared dashboard's owner. The owner of a shared dashboard can only modify that dashboard's shares and gadgets too.  {quote}     However, it appears we released the feature under [JRASERVER-17783|https://jira.atlassian.com/browse/JRASERVER-17783]:  {quote}  We’re glad to announce that starting with Jira Server 7.12 (released today) you can grant edit rights for filters and dashboards so that teams can keep them up-to-date without unnecessary delays.  {quote}  Can the description be updated to indicate permissions can be edited in the filter and dashboard edit screens respectively, where you can choose view or edit rights for your team members.    h3. Steps to Reproduce  Review the [Managing shared dashboards|https://confluence.atlassian.com/adminjiraserver/managing-shared-dashboards-938847879.html] documentation.    h3. Expected Results  The documentation indicates this new feature.  h3. Actual Results  The documentation does not currently outline the ability to grant edit permissions.    h3. Workaround     Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71231,Bug,0,1,bug_type+score_0,"""Checking users against license tier affects product performance""","""""""h3. Summary    JIRA may experience performance problems caused by a slow population of *ActiveUsersCountForLicenseCache*, see related JRASERVER-64384 .  Also, check KB for more details:  [performance problems by slow population of ActiveUsersCountForLicenseCache|https://confluence.atlassian.com/jirakb/performance-problems-by-slow-population-of-activeuserscountforlicensecache-900795144.html]"""""""
JRASERVER,JRASERVER-71236,Bug,0,1,bug_type+score_0,"""Mobile browser is missing certain elements from login page.""","""""""h3. Issue Summary  When using the mobile browser, links to dashboard are directed to <baseURL>/login.jsp. However, elements could be missing depending on the screen resolution of the mobile device (phone). This results in users unable to proceed further to view public projects (if available)    h3. Steps to Reproduce  # Select a lower resolution for mobile device. Eg: 1480 x 720.  # Browse using mobile browser to dashboard page.    h3. Expected Results  * Elements such as (More -> Projects) are visible.    !2960x1440px.jpeg|thumbnail!   (i) Above screenshot is using 2960 x 1440 pixel    h3. Actual Results  * Elements such as (More -> Projects) are not visible.   !1480x720px.jpeg|thumbnail!   (i) Above screenshot is using 1480 x 720 pixel    h3. Workaround  Temporarily switch between desktop view on the browser.    h3. Others  * Tested on Samsung S9+ (Chrome and Samsung browser)."""""""
JRASERVER,JRASERVER-71238,Bug,0,1,bug_type+score_0,"""Documentation Fix: Description for modifying jira.search.views.max.limit setting is incorrect""","""""""h3. Issue Summary    In *Administration >> System >> General Configuration >> Advanced Settings*, the *jira.search.views.max.limit* setting contains the following description:  {quote}This number sets the absolute limit on the number of issues that can be exported from search results. Users trying to request more get a 403 (Forbidden) HTTP error code. To disable, set to '-1'. After changing it, update the value of 'jira.search.views.default.max' to a value that is lower than or equal to this one.{quote}    Per [JRASERVER-67839 : Unable to disable the maximum limit of number of exported issues from GUI|https://jira.atlassian.com/browse/JRASERVER-67839], this is no longer the case as we explicitly do not allow for disabling this setting by design.    However, the description is still outdated, as attempting to set this value to -1 will instead cause the following error which immediately contradicts the description:  {quote}Value must be at least 0{quote}    h3. Steps to Reproduce   # Navigate to *Administration >> System >> General Configuration >> Advanced Settings*    h3. Expected Results    The description for *jira.search.views.max.limit* does not contain the following sentence:  {quote}To disable, set to '-1'.{quote}    h3. Actual Results    The description contains an incorrect instruction.    h3. Workaround    N/A"""""""
JRASERVER,JRASERVER-71245,Bug,0,1,bug_type+score_0,"""Workload Pie Chart shows a warning about no work logged on issues even when the work is logged and chart is displayed.""","""""""h3. Issue Summary  Workload Pie Chart shows a warning about no work logged on issues even when the work is logged and chart is displayed.    h3. Steps to Reproduce   # Create a filter with some issues that do not have work logged.   # Now try adding this filter to Workload Pie Chart and try to save the filter.   # There will be a warning shown about no work logged on issues which is expected.   # Now try logging work on the issues in the filter and save the Workload Pie Chart again.   # The Workload Pie Chart is correctly displayed but the warning is still shown.    h3. Expected Results  The Workload Pie Chart should be displayed without any warning when the work is logged on issues in the filter.    h3. Actual Results  The Workload Pie Chart shows warning even when the work is logged on issues in the filter.      h3. Workaround  Click on the edit again for Workload Pie Chart gadget and save the settings which certainly refreshes the data and the warning is gone automatically."""""""
JRASERVER,JRASERVER-71249,Bug,0,1,bug_type+score_0,"""Deleting a custom field fails with """"No operator matches the given name and argument type"""" when JIRA is connected to Postgres""","""""""h3. Summary    Customers using Postgres 10.13 trying to remove custom fields encounter an error:    The same problem is partially fixed by JRASERVER-20554. This one was never discovered."""""""
JRASERVER,JRASERVER-71253,Bug,0,1,bug_type+score_0,"""Configuring an external gadget using a local gadget URL breaks the new gadget""","""""""h3. Issue Summary    Configuring an external gadget using a local gadget URL breaks the new gadget  h3. Steps to Reproduce   # Navigate to a dashboard you can edit;   # Select *Add gadget* and click to load all gadgets;   # Select any *Local* gadgets and click to """"""""Show XML link"""""""" to any of them;   # Copy the XML Link;   # Click to *Manage gadgets*;   # Include the XML Link (from the same instance);   # Navigate back to the dashboard and add the external version of the gadget we created;    h3. Expected Results    The gadget works as if it was a local one;  h3. Actual Results   * Fields are not editable;   * Reording fields do not work;   * Adding fields work but removing doesn't    h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71272,Bug,0,1,bug_type+score_0,"""Click Comment In issue view- it doesn’t scroll up automatically""","""""""h3. Issue Summary    When we click on Comment button In Jira projects. It doesn’t scroll up and focus on entire comment box. However If the comment button is already at the bottom of screen, It scrolls up automatically and work as expected. We can reproduce it in almost all versions. I have attached a screen recording for better understanding.   h3. Steps to Reproduce   # Create any issue and add comment so that comment button positions little above than extreme bottom   # Click on 'comment' screen will not scroll up to show full box.    h3. Expected Results    Screen should scroll up automatically as we click on comment button.  h3. Actual Results    h3. Workaround    As of now we can scroll up manually"""""""
JRASERVER,JRASERVER-71275,Bug,0,1,bug_type+score_0,"""IDOR Disclosure of Private Project Titles - CVE-2020-14174""","""""""Affected versions of Atlassian Jira Server and Data Center allow remote attackers to view titles of a private project via an Insecure Direct Object References (IDOR) vulnerability in the Administration Permission Helper.    *Affected versions:*   * version < 7.13.16   * 8.0.0 ≤ version < 8.5.7   * 8.6.0 ≤ version < 8.9.2   * 8.10.0 ≤ version < 8.10.1    *Fixed versions:*   * 7.13.16   * 8.5.7   * 8.9.2   * 8.10.1   * 8.11.0"""""""
JRASERVER,JRASERVER-71279,Bug,0,1,bug_type+score_0,"""keyboard shortcut CMD+ENTER doesn't work anymore when creating an Epic in Issues view""","""""""h3. Issue Summary    keyboard shortcut CMD+ENTER doesn't work anymore when creating an Epic in Issues view   As per [Keyboard shortcut|https://jira.atlassian.com/secure/ViewKeyboardShortcuts!default.jspa] the combination CMD+ENTER should submit a description or comment.   In previous version of Jira while creating an Epic from the Project Issues view and pressing CMD+ENTER after entering the issue summary triggered the Epic creation screen.  h3. Steps to Reproduce   # Go to the project Issues section   # Clic on the bottom on *+Create* Issue   !Screenshot 2020-07-08 at 13.05.56.png|thumbnail!   # Select *Epic* as issue type and after typing the summary, press *CMD+ENTER*   !Screenshot_2020-07-08_at_13_00_16.jpg|thumbnail!   # The page refresh and nothing happen while the Epic creation screen should appear    Observe that the issue is instead created *if any other issue type* is selected.  h3. Expected Results    After a refresh the create epic screen should appear  h3. Actual Results    The page refresh and the Create Epic screen doesn't appear  h3. Workaround    Pressing the *ENTER* key instead trigger the Create Epic Screen"""""""
JRASERVER,JRASERVER-71290,Bug,0,1,bug_type+score_0,"""While running long JQL the Jira UI is not rendering properly ""","""""""h3. Issue Summary    While running long JQL the Jira UI is not rendering properly  h3. Steps to Reproduce   # Enter the longest JQL in under issues dropdown > search for issues and click on enter    h3. Expected Results    The Jira UI should show the results with and the area where we enter JQL should expand but it's not rendering properly.      h3. Actual Results    The page will not render properly and the output will not be displayed completely      h3. Workaround    Currently, there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71293,Bug,0,1,bug_type+score_0,"""The word Issues is not translated properly in Kanban board""","""""""h3. Issue Summary    The word *+Issues+* is not translated properly in Kanban board    h3. Steps to Reproduce   # Change your user language to Deutsch (Deutschland) or German.    # Navigate to any of your Kanban board configurations.     h3. Expected Results    The word *+Issues+* is translated to *+Vorgänge+* like it is on the JIRA header.     h3. Actual Results    The word is not translated but instead, shows as Issues:    !Screenshot 2020-07-13 at 11.50.55 PM.png|thumbnail!    !Screenshot 2020-07-13 at 11.50.40 PM.png|thumbnail!     || English || German ||   | We're only showing recently modified issues. | Es werden nur kürzlich geänderte Issues angezeigt. |   | Hide completed issues older than | Abgeschlossene Issues ausblenden, die älter sind als |     h3. Workaround     Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71295,Bug,0,1,bug_type+score_0,"""Outdated error message that isn't doing its job""","""""""h3. Issue Summary    Outdated error message doesn't tell me what happened or state the consequences of the proposed solution.  h3. Steps to Reproduce   # Was adding a comment to https://jira.atlassian.com/browse/CONFCLOUD-65975; left the tab unattended for a few hours.   # Finished my comment, and selected Add.   # Got this message.    !image (52).png!  h3. Expected Results    Expected the error message to explain what happened (apparent browser timeout), why I'm not authorised (It's because I'm not signed in?), what would happen to the comment I was writing if I refreshed (refreshing the page wipes out the comment you wrote).  h3. Actual Results    A message that doesn't tell me what happened or the consequences of the proposed solution.    h3. Workaround    There is no work around."""""""
JRASERVER,JRASERVER-71307,Bug,0,1,bug_type+score_0,"""Unclear Captcha images on login page""","""""""h3. Issue Summary  On a server instance login page, some users may be presented with unclear CAPTCHA's that are unclear/impossible to decipher.    h3. Steps to Reproduce  Refresh the captcha box/reload the login page    h3. Expected Results  CAPTCHA code is clear enough for a human to read    h3. Actual Results  Some codes can result in letters with significant overlap, delaying the login process    h3. Workaround    Refreshing the CAPTCHA box"""""""
JRASERVER,JRASERVER-71308,Bug,0,1,bug_type+score_0,"""Searching for groups with special characters """"#"""" or """"&"""" on """"Add users to a role"""" makes search stop advancing after typing the first special character""","""""""h3. Issue Summary  In case of looking for groups with the special characters *&* or *#* on name by using the """"""""Add users to a role"""""""" feature, it stops working at the first special character that is typed.    h3. Steps to Reproduce   # Create a group with the special characters *&* or *#* (E.g.: """"""""#TestingGroup 2020"""""""");   # Try to add that group into your project role by typing """"""""#TestingGroup"""""""".    h3. Expected Results  JIRA shows the specific JIRA group;    h3. Actual Results  JIRA shows every group with """"""""#"""""""" on its name.   !image-2020-07-15-17-11-58-162.png|thumbnail!     h3. Workaround  Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71312,Bug,0,1,bug_type+score_0,"""Upgrading JSW 7.13.4 to JSW 8.11 RC01 displays error that JIRA failed to start on Windows""","""""""h3. Issue Summary    After the upgrade on windows from JSW 7.13.4 to JSW 8.11 RC01, the """"""""Jira failed to start"""""""" error appears on the screen. However no negative impact to the instance is recognised.  h3. Steps to Reproduce    Using instenv:   # Deploy instenv Windows box with postrgreSQL rds, no application installed   # Once deployed, install JIRA 7.13 connect to PostgreSQL if needed but I think h2 should be good enough   # Modify xmx value to 2048mb cause it's the minimum recommended value for 8.x Jira   # Upgrade to JIRA 8.11, start Jira   # As soon JIRA starts 'starting up' after the upgrade, open JIRA in the browser and monitor the progress.    h3. Expected Results    Jira starts up normally after upgrade (with a log in screen).  h3. Actual Results    """"""""Jira has failed to start"""""""" screen appears after the upgrade.    !_thumb_438800.png|thumbnail!  h3. Workaround    Currently there is no known workaround for this behaviour. A workaround will be added here when available    *Note:*    After clicking """"""""Take me to my Jira home"""""""", the instance works properly."""""""
JRASERVER,JRASERVER-71313,Bug,0,1,bug_type+score_0,"""Issue with strikethrough and underline markdown""","""""""h3. Issue Summary    When doing a strikethrough/underline in an Issue description or Comment, the formatting is not shown in the activity stream of the issue  h3. Steps to Reproduce   # Add a description/comment to an issue with strikethrough/underline    h3. Expected Results    The formatting will be visible in the Activity stream.  h3. Actual Results    The formatting is not visible in the Activity stream. This happens for Strikethrough as well as Underlining.  h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71321,Bug,0,1,bug_type+score_0,"""Upgrade the bundled version of Apache Tomcat to 8.5.57""","""""""h3. Issue Summary    The recently disclosed vulnerability regarding Apache Tomcat    * [CVE-2020-13934|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-13934]    affects the following versions:              Apache Tomcat 8.x from 8.5.1 to 8.5.56      Apache Tomcat 9.x from 9.0.0.M5 to 9.0.36      Apache Tomcat 10.x from 10.0.0-M1 to 10.0.0-M6    Additionally, the following disclosed vulnerability regarding Tomcat:    * [CVE-2020-13935|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-13935]    affects the following versions:        Apache Tomcat 7.x from 7.0.27 to 7.0.104      Apache Tomcat 8.x from 8.5.1 to 8.5.56      Apache Tomcat 9.x from 9.0.0.M5 to 9.0.36      Apache Tomcat 10.x from 10.0.0-M1 to 10.0.0-M6    We should bundle a more recent version of Tomcat so that Jira is not affected by this in the future.    h3. Steps to Reproduce    * Check the CVE reports:  ** [CVE-2020-13934|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-13934]  ** [CVE-2020-13935|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-13935]    h3. Expected Results    * Not applicable.    h3. Actual Results    * Not applicable.    h3. Workaround    * Manually upgrade Tomcat according to our [documentation|https://confluence.atlassian.com/jirakb/how-to-upgrade-apache-tomcat-version-used-by-jira-879957866.html]."""""""
JRASERVER,JRASERVER-71326,Bug,0,1,bug_type+score_0,"""Top menu dropdown does not scroll down to show all options  if the screen is small.""","""""""h3. Issue Summary    If you have many options in the """"""""Issue"""""""" dropdown(in top menu), and if you have a small screen, some options are out of screen. However, you cannot scroll down to see these options.         It is a similar issue to JRASERVER-69709: More button dropdown not shown properly if the screen is small. (fixed in Jira Server and Data Center 8.6.0), but happened in different places.  h3. Steps to Reproduce   # Step 1   Change resolution of display to a small screen mode.   # Step 2   Click Issue dropdown from top menu, some options are out of screen.    h3. Expected Results    scroll down works to show the options out of screen.  h3. Actual Results    scroll down does not work well, the options out of screen cannot be seen.  h3. Workaround    No."""""""
JRASERVER,JRASERVER-71332,Bug,0,1,bug_type+score_0,"""Batched email notifications format looks different when default language is set to French,German in v8.10""","""""""h3. Issue Summary    When the default language in the instance is set as French or German, the batched email notifications looks different. The bug is not reproducible in older versions.  h3. Steps to Reproduce   # Set the default language in the instance as French (or German)   # Set up outgoing email in your instance.   # Enable batched notifications.   # Make some updates in an issue which triggers batched notification.    h3. Expected Results    The notification email should like 'There are 2 Updates' followed by the update  h3. Actual Results    The email looks like 'There is' as in the below screenshot.   !Screenshot 2020-07-21 at 6.58.24 PM.png|thumbnail!  h3. Workaround    Download and install Jira language pack with updated/fixed translation keys.    Basically download language pack for Jira (in 8.14.0.v20200826125100 version - translations should be backwards compatible so 8.14 should work on lower versions) and install it via UPM.    Basically [https://confluence.atlassian.com/jirakb/install-a-custom-language-pack-for-jira-server-295305642.html] but without unpacking and updating translations. The lang pack to download should be named as """"""""jira-core-language-pack-[lang]/8.14.0.v20200826125100/""""""""    Eg. to fix German language download proper """"""""jira-core-language-pack"""""""" jar from [https://packages.atlassian.com/maven/com/atlassian/translations/] eg. [https://packages.atlassian.com/maven/com/atlassian/translations/jira-core-language-pack-de_DE/8.14.0.v20200826125100/] and install via UPM.  h3. Note    Not reproducible in older Jira versions like 8.8.1, 8.7.1 or 8.4.2"""""""
JRASERVER,JRASERVER-71338,Bug,0,1,bug_type+score_0,"""Upgrading Jira 8 between minor versions will always indicate that setenv.sh has customizations that are not applied""","""""""h3. Issue Summary    When upgrading Jira 8 between minor versions (8.6 > 8.8 for example, or 8.10 > 8.11 as another upgrade example), after the upgrade is complete, the admin will see a warning page that explains that some configuration/settings files that contained customizations could not be copied over. This is expected for any startup/installation file where the admin might have made changes. However in this case, the [$JIRAINSTALL|https://confluence.atlassian.com/adminjiraserver/jira-application-installation-directory-938847745.html]/bin/setenv.sh file will always appear on this list, even when the admin has made no changes at all to that file.  h3. Steps to Reproduce   # install Jira Software/Core 8.10.0 (other 8 versions likely affected)   # Complete the setup and make sure Jira works   # Make no changes to setenv.sh   # upgrade that existing installation directory to a newer version, such as 8.11.0   # start Jira after upgrade    h3. Expected Results    Expecting that there are no actual changes to that setenv.sh file and the initial startup would not indicate there are when you first start Jira after the upgrade.  h3. Actual Results    Admins will always see that the setenv.sh file as having had customized changes to it that have not been applied to the upgraded install    h3. Workaround    The warning page does not prevent upgrades to Jira in this case. This is just a warning message that appears to be a false positive in most cases. You can still dismiss this and complete the upgrade."""""""
JRASERVER,JRASERVER-71348,Bug,0,1,bug_type+score_0,"""There is no permission setting to block editing Time Tracking fields in bulk edit""","""""""h3. Issue Summary    There is no permission settings that blocks editing of Time Tracking fields in bulk edit, although all other fields are blocked.    h3. Steps to Reproduce    # Create a user with only browse projects permission.  # Do a bulk edit of any issue.    h3. Expected Results  Only the Comment field is editable.  h3. Actual Results  The Time Tracking fields (Original Estimate and Remaining Estimate) are available to edit, and values of those fields can be changed on the issue.    h3. Workaround   Currently, there is no known workaround for this behavior. A workaround will be added here when available"""""""
JRASERVER,JRASERVER-71352,Bug,0,1,bug_type+score_0,"""Two dimensional filter statistics gadget does not show empty values""","""""""h3. Summary    Two dimensional filter statistics gadget's behavior has changed again in Jira 8.5 since it was fixed in Jira 8.0 JRASERVER_66318. If any issues have None value for some custom field, these tickets aren't counted in the gadget and there are no empty values (None) entries shown in the gadget (at least for multi-select-list custom fields).  h3. Steps to Reproduce   # Create custom field with multiple choices (eg. custom field named Browsers, can have internet browser as options - IE, Edge, Firefox, Chrome etc.)   # Create a simple filter like """"""""project = TEST and issuetype = Bug""""""""   # Add Two dimensional filter statistics gadget to your dashboard specifying the filter from Step 2   # Set XAxis = Issue Type   # Set YAxis = some multi-select-list custom fields (created in Step 1), e.g. Browser(s) field that has Internet browsers as options; Sort By, Sort Direction, Number of Results and Auto refresh settings - seems it does not matter what you put there   # Save the filter.    h3. Expected Results    Newly created gadget should show complete breakdown, including number that counts issues having None as a YAxis custom field's value   h3. Actual Results    Newly created gadget doesn't include issues having None as a YAxis custom field's value. There is no row which displays None as a field value followed by issue count (screenshot attached).       h3. Workaround    No"""""""
JRASERVER,JRASERVER-71360,Bug,0,1,bug_type+score_0,"""Calendar popup not working in Estonian and Icelandic""","""""""h3. Issue Summary    When Jira is set to Estonian or Icelandic, the calendar popup used to select dates in the create/edit issue views does not work  h3. Steps to Reproduce   # Set Jira to one of the two languages   # Create a new issue and try to set its due date via the calendar popup    Note: the bug was found on 8.12.0, but probably affects previous versions as well.  h3. Expected Results    The calendar popup appears, allowing you to pick a date which is accepted when the form is submitted.  h3. Actual Results    No popup appears, the browser notifies the user that """"""""The JIRA Calendar does not currently support your language""""""""  h3. Workaround    Type date in manually"""""""
JRASERVER,JRASERVER-71362,Bug,0,1,bug_type+score_0,"""Some Jira Server mobile app's declared device permissions are not applicable""","""""""h3. Issue Summary    Some device permissions declared by the Jira Server mobile app on Android and iOS are not applicable with current app functionality.  This was discovered through recent conversations with the Server Mobile development team and end users.  h3. Steps to Reproduce   # View device permissions on your device (see [https://www.wired.com/story/how-to-check-app-permissions-ios-android-macos-windows] for instructions)    h3. Expected Results    Device permissions for each app on its respective device platform should only display permissions that are applicable / necessary for the app to operate.  h3. Actual Results   * iOS app does not need """"""""NSSiriUsageDescription"""""""" – permissions should not be listed    Please review other permissions to confirm if they are also required to grant access to certain app functionality.  h3. Workaround    N/A"""""""
JRASERVER,JRASERVER-71368,Bug,0,1,bug_type+score_0,"""Batched notifications job for the mentions is executed not frequently enough""","""""""h3. Issue Summary  The recent changes in the batched notifications contain bug that prevents the emails containing mentions to be sent immediately.   This may also create a performance problems on bigger instances.    h3. Steps to Reproduce   # Set longer interval, e.g. 10 minutes on /secure/admin/ConfigureBatching!default.jspa   # @mention somebody    h3. Expected Results  The batched email containing mentions should be sent almost immediately (approx 1 minute).  h3. Actual Results  The mention mail is sent after at most the configured interval period (at most 10 minutes).    Debug mail logging may be enabled to trace the batching mechanism in atlassian-jira-outgoing-mail.log  h3. Workaround  Set smaller interval. """""""
JRASERVER,JRASERVER-71369,Bug,0,1,bug_type+score_0,"""User name appears in Change password URL""","""""""h3. Issue Summary  Personal information shared in GET request : user name appearing in the GET request  {{http://localhost:8854/j854/secure/ChangePassword!default.jspa?username=USERNAME&inline=true&decorator=dialog&_=1595499363660}}    h3. Steps to Reproduce  # Login with Jira  # Navigate to user profile  # Change password  The same user name is not appeared while performing Forget password from login screen    h3. Expected Results  Username should not appear in the URL. Rather user name should be passed as a POST function rather than GET request.     h3. Actual Results  Username appears in the URL and violets the GDPR compliance.     h3. Workaround  Currently there is no known workaround for this behavior. A workaround will be added here when available"""""""
